t 1 2 3 4 5 6 jL0100 jL0200 jL0300 jE0400 jE0504 jE0605 
0.0013899 0.999291 0.996458 0.989081 0.989081 1.98554 2.98483 -0.00113371 -0.00502866 -0.0131438 0 0 0
0.0013902 0.999587 0.997787 0.992622 0.992622 1.99041 2.99 -0.000833882 -0.00383222 -0.010469 0 0 0
0.0013905 0.999792 0.998757 0.995359 0.995359 1.99412 2.99391 -0.000533982 -0.0026344 -0.00778579 0 0 0
0.0013908 0.999907 0.999367 0.997291 0.997291 1.99666 2.99657 -0.000234034 -0.00143563 -0.00509626 0 0 0
0.0013911 0.999932 0.999618 0.998415 0.998415 1.99803 2.99797 6.59352e-05 -0.000236348 -0.0024026 0 0 0
0.0013914 0.999867 0.999509 0.998732 0.998732 1.99824 2.99811 0.000365898 0.000963021 0.000293003 0 0 0
0.0013917 0.999713 0.99904 0.998239 0.998239 1.99728 2.99699 0.000665829 0.00216204 0.00298837 0 0 0
0.001392 0.999468 0.998212 0.996939 0.996939 1.99515 2.99462 0.000965699 0.00336029 0.00568131 0 0 0
0.0013923 0.999133 0.997025 0.994832 0.994832 1.99186 2.99099 0.00126548 0.00455732 0.00836966 0 0 0
0.0013926 0.998709 0.995478 0.991919 0.991919 1.9874 2.98611 0.00156515 0.00575271 0.0110512 0 0 0
0.0013929 0.998194 0.993573 0.988203 0.988203 1.98178 2.97997 0.00186468 0.00694604 0.0137238 0 0 0
0.0013932 0.99759 0.991311 0.983688 0.983688 1.975 2.97259 0.00216404 0.00813686 0.0163854 0 0 0
0.0013935 0.996896 0.988692 0.978376 0.978376 1.96707 2.96396 0.00246321 0.00932476 0.0190336 0 0 0
0.0013938 0.996112 0.985717 0.972272 0.972272 1.95799 2.9541 0.00276215 0.0105093 0.0216664 0 0 0
0.0013941 0.995239 0.982388 0.965381 0.965381 1.94777 2.94301 0.00306085 0.0116901 0.0242817 0 0 0
0.0013944 0.994276 0.978704 0.957708 0.957708 1.93641 2.93069 0.00335927 0.0128666 0.0268774 0 0 0
0.0013947 0.993223 0.974669 0.94926 0.94926 1.92393 2.91715 0.00365739 0.0140385 0.0294513 0 0 0
0.001395 0.992081 0.970283 0.940044 0.940044 1.91033 2.90241 0.00395518 0.0152054 0.0320013 0 0 0
0.0013953 0.99085 0.965547 0.930067 0.930067 1.89561 2.88646 0.00425261 0.0163668 0.0345254 0 0 0
0.0013956 0.98953 0.960464 0.919337 0.919337 1.8798 2.86933 0.00454966 0.0175223 0.0370216 0 0 0
0.0013959 0.98812 0.955036 0.907863 0.907863 1.8629 2.85102 0.0048463 0.0186715 0.0394878 0 0 0
0.0013962 0.986622 0.949263 0.895654 0.895654 1.84492 2.83154 0.0051425 0.019814 0.0419221 0 0 0
0.0013965 0.985035 0.94315 0.882719 0.882719 1.82587 2.8109 0.00543825 0.0209493 0.0443224 0 0 0
0.0013968 0.983359 0.936696 0.869071 0.869071 1.80577 2.78913 0.0057335 0.0220771 0.0466868 0 0 0
0.0013971 0.981595 0.929906 0.854718 0.854718 1.78462 2.76622 0.00602824 0.023197 0.0490135 0 0 0
0.0013974 0.979743 0.92278 0.839674 0.839674 1.76245 2.7422 0.00632243 0.0243085 0.0513004 0 0 0
0.0013977 0.977802 0.915323 0.82395 0.82395 1.73927 2.71708 0.00661605 0.0254112 0.0535459 0 0 0
0.001398 0.975773 0.907536 0.807559 0.807559 1.7151 2.69087 0.00690908 0.0265049 0.0557479 0 0 0
0.0013983 0.973657 0.899423 0.790515 0.790515 1.68994 2.66359 0.00720149 0.0275889 0.0579049 0 0 0
0.0013986 0.971452 0.890986 0.77283 0.77283 1.66382 2.63527 0.00749325 0.0286631 0.060015 0 0 0
0.0013989 0.969161 0.882228 0.75452 0.75452 1.63675 2.60591 0.00778434 0.0297269 0.0620765 0 0 0
0.0013992 0.966782 0.873153 0.735599 0.735599 1.60875 2.57553 0.00807472 0.03078 0.0640877 0 0 0
0.0013995 0.964316 0.863763 0.716083 0.716083 1.57985 2.54416 0.00836438 0.0318221 0.0660471 0 0 0
0.0013998 0.961764 0.854063 0.695987 0.695987 1.55005 2.51181 0.00865329 0.0328527 0.067953 0 0 0
0.0014001 0.959124 0.844055 0.675327 0.675327 1.51938 2.47851 0.00894141 0.0338715 0.0698039 0 0 0
0.0014004 0.956399 0.833744 0.654121 0.654121 1.48786 2.44426 0.00922873 0.0348781 0.0715982 0 0 0
0.0014007 0.953587 0.823132 0.632386 0.632386 1.45552 2.40911 0.00951523 0.0358721 0.0733347 0 0 0
0.001401 0.95069 0.812224 0.610138 0.610138 1.42236 2.37305 0.00980086 0.0368532 0.0750117 0 0 0
0.0014013 0.947707 0.801024 0.587397 0.587397 1.38842 2.33613 0.0100856 0.0378211 0.0766281 0 0 0
0.0014016 0.944639 0.789536 0.56418 0.56418 1.35372 2.29835 0.0103695 0.0387753 0.0781824 0 0 0
0.0014019 0.941486 0.777763 0.540506 0.540506 1.31827 2.25975 0.0106524 0.0397156 0.0796734 0 0 0
0.0014022 0.938248 0.765711 0.516395 0.516395 1.28211 2.22035 0.0109343 0.0406416 0.0810999 0 0 0
0.0014025 0.934926 0.753382 0.491865 0.491865 1.24525 2.18017 0.0112153 0.041553 0.0824607 0 0 0
0.0014028 0.931519 0.740783 0.466938 0.466938 1.20772 2.13924 0.0114953 0.0424494 0.0837549 0 0 0
0.0014031 0.928029 0.727917 0.441633 0.441633 1.16955 2.09758 0.0117742 0.0433306 0.0849812 0 0 0
0.0014034 0.924455 0.714789 0.41597 0.41597 1.13076 2.05521 0.012052 0.0441961 0.0861387 0 0 0
0.0014037 0.920798 0.701404 0.38997 0.38997 1.09137 2.01217 0.0123288 0.0450457 0.0872265 0 0 0
0.001404 0.917058 0.687767 0.363655 0.363655 1.05142 1.96848 0.0126045 0.0458792 0.0882436 0 0 0
0.0014043 0.913235 0.673882 0.337045 0.337045 1.01093 1.92416 0.012879 0.0466961 0.0891894 0 0 0
0.0014046 0.909331 0.659754 0.310163 0.310163 0.969917 1.87925 0.0131524 0.0474962 0.0900629 0 0 0
0.0014049 0.905344 0.645389 0.283029 0.283029 0.928419 1.83376 0.0134246 0.0482792 0.0908635 0 0 0
0.0014052 0.901276 0.630792 0.255667 0.255667 0.886459 1.78774 0.0136956 0.0490448 0.0915906 0 0 0
0.0014055 0.897127 0.615968 0.228097 0.228097 0.844065 1.74119 0.0139654 0.0497928 0.0922436 0 0 0
0.0014058 0.892898 0.600921 0.200343 0.200343 0.801265 1.69416 0.0142339 0.0505229 0.0928218 0 0 0
0.0014061 0.888587 0.585659 0.172427 0.172427 0.758086 1.64667 0.0145011 0.0512348 0.0933249 0 0 0
0.0014064 0.884197 0.570186 0.144371 0.144371 0.714557 1.59875 0.014767 0.0519282 0.0937525 0 0 0
0.0014067 0.879728 0.554508 0.116198 0.116198 0.670706 1.55043 0.0150316 0.052603 0.0941042 0 0 0
0.001407 0.875179 0.53863 0.0879309 0.0879309 0.626561 1.50174 0.0152948 0.0532588 0.0943797 0 0 0
0.0014073 0.870551 0.522558 0.0595929 0.0595929 0.582151 1.4527 0.0155566 0.0538954 0.0945788 0 0 0
0.0014076 0.865845 0.506298 0.0312066 0.0312066 0.537505 1.40335 0.0158171 0.0545127 0.0947013 0 0 0
0.0014079 0.861061 0.489856 0.00279506 0.00279506 0.492652 1.35371 0.0160761 0.0551103 0.0947472 0 0 0
0.0014082 0.8562 0.473238 -0.0256187 -0.0256187 0.447619 1.30382 0.0163337 0.0556881 0.0947164 0 0 0
0.0014085 0.851261 0.45645 -0.0540118 -0.0540118 0.402438 1.2537 0.0165898 0.0562459 0.0946089 0 0 0
0.0014088 0.846246 0.439497 -0.0823611 -0.0823611 0.357136 1.20338 0.0168444 0.0567834 0.0944248 0 0 0
0.0014091 0.841155 0.422386 -0.110644 -0.110644 0.311742 1.1529 0.0170976 0.0573005 0.0941643 0 0 0
0.0014094 0.835988 0.405123 -0.138837 -0.138837 0.266286 1.10227 0.0173491 0.057797 0.0938276 0 0 0
0.0014097 0.830746 0.387714 -0.166917 -0.166917 0.220796 1.05154 0.0175991 0.0582726 0.0934149 0 0 0
0.00141 0.825429 0.370165 -0.194863 -0.194863 0.175302 1.00073 0.0178475 0.0587273 0.0929265 0 0 0
0.0014103 0.820038 0.352484 -0.222651 -0.222651 0.129833 0.949871 0.0180944 0.0591609 0.092363 0 0 0
0.0014106 0.814573 0.334675 -0.250258 -0.250258 0.0844168 0.89899 0.0183395 0.0595731 0.0917247 0 0 0
0.0014109 0.809035 0.316746 -0.277663 -0.277663 0.039083 0.848118 0.0185831 0.0599639 0.0910121 0 0 0
0.0014112 0.803424 0.298703 -0.304843 -0.304843 -0.00614015 0.797284 0.0188249 0.0603332 0.0902259 0 0 0
0.0014115 0.797741 0.280553 -0.331777 -0.331777 -0.051224 0.746517 0.0190651 0.0606807 0.0893666 0 0 0
0.0014118 0.791985 0.262301 -0.358442 -0.358442 -0.0961402 0.695845 0.0193036 0.0610064 0.088435 0 0 0
0.0014121 0.786159 0.243956 -0.384816 -0.384816 -0.140861 0.645298 0.0195403 0.0613101 0.0874318 0 0 0
0.0014124 0.780262 0.225522 -0.410879 -0.410879 -0.185357 0.594904 0.0197752 0.0615917 0.0863578 0 0 0
0.0014127 0.774294 0.207007 -0.43661 -0.43661 -0.229603 0.544692 0.0200084 0.0618512 0.0852139 0 0 0
0.001413 0.768257 0.188418 -0.461987 -0.461987 -0.273569 0.494688 0.0202398 0.0620885 0.084001 0 0 0
0.0014133 0.762151 0.169761 -0.48699 -0.48699 -0.317229 0.444922 0.0204694 0.0623034 0.0827201 0 0 0
0.0014136 0.755976 0.151043 -0.511599 -0.511599 -0.360556 0.39542 0.0206971 0.0624958 0.0813723 0 0 0
0.0014139 0.749733 0.13227 -0.535793 -0.535793 -0.403523 0.34621 0.0209229 0.0626658 0.0799586 0 0 0
0.0014142 0.743423 0.11345 -0.559554 -0.559554 -0.446104 0.297319 0.0211469 0.0628132 0.0784802 0 0 0
0.0014145 0.737046 0.0945888 -0.582862 -0.582862 -0.488273 0.248772 0.021369 0.062938 0.0769382 0 0 0
0.0014148 0.730602 0.0756938 -0.605698 -0.605698 -0.530004 0.200598 0.0215891 0.0630402 0.075334 0 0 0
0.0014151 0.724093 0.0567715 -0.628044 -0.628044 -0.571272 0.15282 0.0218073 0.0631196 0.0736687 0 0 0
0.0014154 0.717518 0.0378288 -0.649881 -0.649881 -0.612053 0.105466 0.0220235 0.0631764 0.0719439 0 0 0
0.0014157 0.710879 0.0188725 -0.671193 -0.671193 -0.65232 0.0585592 0.0222378 0.0632104 0.0701608 0 0 0
0.001416 0.704176 -9.06311e-05 -0.691961 -0.691961 -0.692051 0.0121251 0.02245 0.0632217 0.0683209 0 0 0
0.0014163 0.69741 -0.0190537 -0.712168 -0.712168 -0.731222 -0.0338121 0.0226603 0.0632102 0.0664257 0 0 0
0.0014166 0.690581 -0.0380099 -0.7318 -0.7318 -0.76981 -0.0792288 0.0228685 0.063176 0.0644767 0 0 0
0.0014169 0.683689 -0.0569525 -0.750838 -0.750838 -0.807791 -0.124101 0.0230746 0.063119 0.0624755 0 0 0
0.0014172 0.676737 -0.0758745 -0.76927 -0.76927 -0.845144 -0.168407 0.0232787 0.0630393 0.0604238 0 0 0
0.0014175 0.669723 -0.0947692 -0.787078 -0.787078 -0.881847 -0.212124 0.0234806 0.0629369 0.0583231 0 0 0
0.0014178 0.662649 -0.11363 -0.804249 -0.804249 -0.917879 -0.25523 0.0236805 0.0628119 0.0561753 0 0 0
0.0014181 0.655515 -0.13245 -0.820769 -0.820769 -0.953219 -0.297703 0.0238782 0.0626642 0.0539819 0 0 0
0.0014184 0.648323 -0.151222 -0.836625 -0.836625 -0.987846 -0.339524 0.0240738 0.0624941 0.0517449 0 0 0
0.0014187 0.641072 -0.169939 -0.851803 -0.851803 -1.02174 -0.380671 0.0242672 0.0623014 0.049466 0 0 0
0.001419 0.633763 -0.188596 -0.866292 -0.866292 -1.05489 -0.421125 0.0244584 0.0620863 0.047147 0 0 0
0.0014193 0.626397 -0.207184 -0.88008 -0.88008 -1.08726 -0.460867 0.0246474 0.0618488 0.0447899 0 0 0
0.0014196 0.618975 -0.225698 -0.893155 -0.893155 -1.11885 -0.499878 0.0248342 0.0615891 0.0423965 0 0 0
0.0014199 0.611497 -0.244131 -0.905507 -0.905507 -1.14964 -0.538141 0.0250188 0.0613072 0.0399688 0 0 0
0.0014202 0.603965 -0.262476 -0.917126 -0.917126 -1.1796 -0.575638 0.0252011 0.0610033 0.0375087 0 0 0
0.0014205 0.596377 -0.280726 -0.928003 -0.928003 -1.20873 -0.612352 0.0253811 0.0606774 0.0350183 0 0 0
0.0014208 0.588737 -0.298876 -0.938128 -0.938128 -1.237 -0.648268 0.0255589 0.0603297 0.0324995 0 0 0
0.0014211 0.581043 -0.316918 -0.947494 -0.947494 -1.26441 -0.683369 0.0257344 0.0599602 0.0299544 0 0 0
0.0014214 0.573297 -0.334846 -0.956093 -0.956093 -1.29094 -0.717642 0.0259075 0.0595692 0.0273851 0 0 0
0.0014217 0.565499 -0.352653 -0.963918 -0.963918 -1.31657 -0.751072 0.0260783 0.0591567 0.0247936 0 0 0
0.001422 0.55765 -0.370333 -0.970963 -0.970963 -1.3413 -0.783646 0.0262468 0.058723 0.022182 0 0 0
0.0014223 0.549752 -0.38788 -0.977222 -0.977222 -1.3651 -0.815351 0.0264129 0.0582681 0.0195525 0 0 0
0.0014226 0.541803 -0.405288 -0.98269 -0.98269 -1.38798 -0.846174 0.0265766 0.0577922 0.0169072 0 0 0
0.0014229 0.533806 -0.422549 -0.987362 -0.987362 -1.40991 -0.876105 0.026738 0.0572956 0.0142481 0 0 0
0.0014232 0.525761 -0.439659 -0.991235 -0.991235 -1.43089 -0.905132 0.0268969 0.0567783 0.0115776 0 0 0
0.0014235 0.517669 -0.45661 -0.994305 -0.994305 -1.45092 -0.933246 0.0270534 0.0562406 0.00889763 0 0 0
0.0014238 0.50953 -0.473397 -0.996571 -0.996571 -1.46997 -0.960438 0.0272075 0.0556826 0.00621049 0 0 0
0.0014241 0.501345 -0.490014 -0.99803 -0.99803 -1.48804 -0.986698 0.0273591 0.0551046 0.00351832 0 0 0
0.0014244 0.493115 -0.506454 -0.998681 -0.998681 -1.50513 -1.01202 0.0275083 0.0545068 0.000823309 0 0 0
0.0014247 0.484841 -0.522712 -0.998523 -0.998523 -1.52123 -1.03639 0.027655 0.0538894 -0.00187237 0 0 0
0.001425 0.476523 -0.538782 -0.997557 -0.997557 -1.53634 -1.05982 0.0277992 0.0532525 -0.00456653 0 0 0
0.0014253 0.468162 -0.554658 -0.995784 -0.995784 -1.55044 -1.08228 0.0279409 0.0525965 -0.007257 0 0 0
0.0014256 0.459759 -0.570334 -0.993205 -0.993205 -1.56354 -1.10378 0.0280801 0.0519216 -0.00994159 0 0 0
0.0014259 0.451315 -0.585805 -0.989821 -0.989821 -1.57563 -1.12431 0.0282167 0.0512279 -0.0126181 0 0 0
0.0014262 0.44283 -0.601065 -0.985636 -0.985636 -1.5867 -1.14387 0.0283508 0.0505159 -0.0152845 0 0 0
0.0014265 0.434305 -0.616109 -0.980654 -0.980654 -1.59676 -1.16246 0.0284824 0.0497856 -0.0179384 0 0 0
0.0014268 0.425741 -0.630931 -0.974877 -0.974877 -1.60581 -1.18007 0.0286114 0.0490375 -0.0205778 0 0 0
0.0014271 0.417139 -0.645526 -0.968312 -0.968312 -1.61384 -1.1967 0.0287378 0.0482717 -0.0232006 0 0 0
0.0014274 0.408499 -0.659889 -0.960962 -0.960962 -1.62085 -1.21235 0.0288617 0.0474885 -0.0258046 0 0 0
0.0014277 0.399823 -0.674014 -0.952835 -0.952835 -1.62685 -1.22703 0.0289829 0.0466882 -0.0283877 0 0 0
0.001428 0.39111 -0.687897 -0.943936 -0.943936 -1.63183 -1.24072 0.0291016 0.0458712 -0.0309478 0 0 0
0.0014283 0.382363 -0.701532 -0.934273 -0.934273 -1.63581 -1.25344 0.0292176 0.0450376 -0.0334829 0 0 0
0.0014286 0.373581 -0.714914 -0.923854 -0.923854 -1.63877 -1.26519 0.029331 0.0441878 -0.0359908 0 0 0
0.0014289 0.364765 -0.72804 -0.912687 -0.912687 -1.64073 -1.27596 0.0294417 0.0433221 -0.0384697 0 0 0
0.0014292 0.355916 -0.740903 -0.900782 -0.900782 -1.64168 -1.28577 0.0295498 0.0424408 -0.0409173 0 0 0
0.0014295 0.347036 -0.753499 -0.888147 -0.888147 -1.64165 -1.29461 0.0296553 0.0415442 -0.0433319 0 0 0
0.0014298 0.338124 -0.765825 -0.874793 -0.874793 -1.64062 -1.30249 0.029758 0.0406327 -0.0457114 0 0 0
0.0014301 0.329182 -0.777875 -0.860731 -0.860731 -1.63861 -1.30942 0.0298581 0.0397066 -0.0480539 0 0 0
0.0014304 0.32021 -0.789644 -0.845972 -0.845972 -1.63562 -1.31541 0.0299555 0.0387662 -0.0503574 0 0 0
0.0014307 0.311209 -0.80113 -0.830528 -0.830528 -1.63166 -1.32045 0.0300502 0.0378118 -0.0526202 0 0 0
0.001431 0.302181 -0.812327 -0.814412 -0.814412 -1.62674 -1.32456 0.0301422 0.0368438 -0.0548405 0 0 0
0.0014313 0.293125 -0.823232 -0.797637 -0.797637 -1.62087 -1.32774 0.0302315 0.0358625 -0.0570163 0 0 0
0.0014316 0.284042 -0.833841 -0.780216 -0.780216 -1.61406 -1.33001 0.0303181 0.0348684 -0.0591459 0 0 0
0.0014319 0.274935 -0.844149 -0.762163 -0.762163 -1.60631 -1.33138 0.030402 0.0338617 -0.0612277 0 0 0
0.0014322 0.265802 -0.854154 -0.743494 -0.743494 -1.59765 -1.33185 0.0304831 0.0328428 -0.0632599 0 0 0
0.0014325 0.256646 -0.863852 -0.724223 -0.724223 -1.58807 -1.33143 0.0305614 0.0318121 -0.0652409 0 0 0
0.0014328 0.247466 -0.873238 -0.704365 -0.704365 -1.5776 -1.33014 0.030637 0.0307699 -0.0671691 0 0 0
0.0014331 0.238264 -0.88231 -0.683937 -0.683937 -1.56625 -1.32798 0.0307099 0.0297167 -0.0690429 0 0 0
0.0014334 0.229041 -0.891065 -0.662956 -0.662956 -1.55402 -1.32498 0.03078 0.0286527 -0.0708609 0 0 0
0.0014337 0.219797 -0.899499 -0.641438 -0.641438 -1.54094 -1.32114 0.0308473 0.0275785 -0.0726214 0 0 0
0.001434 0.210533 -0.907609 -0.6194 -0.6194 -1.52701 -1.31648 0.0309119 0.0264943 -0.0743232 0 0 0
0.0014343 0.201251 -0.915392 -0.596862 -0.596862 -1.51225 -1.311 0.0309736 0.0254006 -0.0759648 0 0 0
0.0014346 0.19195 -0.922846 -0.57384 -0.57384 -1.49669 -1.30474 0.0310326 0.0242978 -0.0775449 0 0 0
0.0014349 0.182632 -0.929968 -0.550353 -0.550353 -1.48032 -1.29769 0.0310888 0.0231862 -0.0790623 0 0 0
0.0014352 0.173298 -0.936756 -0.526421 -0.526421 -1.46318 -1.28988 0.0311422 0.0220663 -0.0805156 0 0 0
0.0014355 0.163948 -0.943206 -0.502063 -0.502063 -1.44527 -1.28132 0.0311928 0.0209384 -0.0819038 0 0 0
0.0014358 0.154583 -0.949316 -0.477299 -0.477299 -1.42661 -1.27203 0.0312406 0.019803 -0.0832256 0 0 0
0.0014361 0.145204 -0.955085 -0.452148 -0.452148 -1.40723 -1.26203 0.0312855 0.0186604 -0.0844801 0 0 0
0.0014364 0.135812 -0.96051 -0.426631 -0.426631 -1.38714 -1.25133 0.0313277 0.0175112 -0.0856662 0 0 0
0.0014367 0.126408 -0.96559 -0.400769 -0.400769 -1.36636 -1.23995 0.031367 0.0163556 -0.086783 0 0 0
0.001437 0.116993 -0.970322 -0.374582 -0.374582 -1.3449 -1.22791 0.0314035 0.0151942 -0.0878295 0 0 0
0.0014373 0.107567 -0.974705 -0.348092 -0.348092 -1.3228 -1.21523 0.0314372 0.0140273 -0.0888049 0 0 0
0.0014376 0.0981314 -0.978737 -0.321321 -0.321321 -1.30006 -1.20193 0.0314681 0.0128553 -0.0897084 0 0 0
0.0014379 0.088687 -0.982416 -0.294289 -0.294289 -1.27671 -1.18802 0.0314961 0.0116787 -0.0905393 0 0 0
0.0014382 0.0792346 -0.985743 -0.267019 -0.267019 -1.25276 -1.17353 0.0315213 0.0104979 -0.0912969 0 0 0
0.0014385 0.0697751 -0.988714 -0.239533 -0.239533 -1.22825 -1.15847 0.0315436 0.00931337 -0.0919806 0 0 0
0.0014388 0.0603093 -0.99133 -0.211853 -0.211853 -1.20318 -1.14287 0.0315631 0.00812545 -0.0925898 0 0 0
0.0014391 0.0508381 -0.993588 -0.184002 -0.184002 -1.17759 -1.12675 0.0315798 0.00693461 -0.0931241 0 0 0
0.0014394 0.0413623 -0.99549 -0.156001 -0.156001 -1.15149 -1.11013 0.0315936 0.00574127 -0.093583 0 0 0
0.0014397 0.0318828 -0.997032 -0.127874 -0.127874 -1.12491 -1.09302 0.0316046 0.00454586 -0.0939661 0 0 0
0.00144 0.0224004 -0.998217 -0.0996442 -0.0996442 -1.09786 -1.07546 0.0316128 0.00334882 -0.0942732 0 0 0
0.0014403 0.012916 -0.999041 -0.0713334 -0.0713334 -1.07037 -1.05746 0.0316181 0.00215057 -0.0945039 0 0 0
0.0014406 0.00343041 -0.999507 -0.0429648 -0.0429648 -1.04247 -1.03904 0.0316205 0.000951553 -0.0946582 0 0 0
0.0014409 -0.00605547 -0.999612 -0.0145614 -0.0145614 -1.01417 -1.02023 0.0316201 -0.00024781 -0.0947358 0 0 0
0.0014412 -0.0155408 -0.999358 0.0138537 0.0138537 -0.985504 -1.00104 0.0316169 -0.00144708 -0.0947368 0 0 0
0.0014415 -0.0250247 -0.998744 0.0422576 0.0422576 -0.956486 -0.981511 0.0316108 -0.00264584 -0.094661 0 0 0
0.0014418 -0.0345064 -0.997771 0.0706273 0.0706273 -0.927143 -0.96165 0.0316019 -0.00384364 -0.0945086 0 0 0
0.0014421 -0.043985 -0.996438 0.0989398 0.0989398 -0.897498 -0.941483 0.0315901 -0.00504006 -0.0942797 0 0 0
0.0014424 -0.0534596 -0.994747 0.127172 0.127172 -0.867575 -0.921034 0.0315755 -0.00623466 -0.0939745 0 0 0
0.0014427 -0.0629294 -0.992698 0.155302 0.155302 -0.837396 -0.900326 0.031558 -0.00742702 -0.0935933 0 0 0
0.001443 -0.0723936 -0.990292 0.183305 0.183305 -0.806986 -0.87938 0.0315377 -0.00861671 -0.0931362 0 0 0
0.0014433 -0.0818512 -0.987529 0.211161 0.211161 -0.776368 -0.858219 0.0315146 -0.00980329 -0.0926038 0 0 0
0.0014436 -0.0913015 -0.984411 0.238845 0.238845 -0.745565 -0.836867 0.0314886 -0.0109863 -0.0919964 0 0 0
0.0014439 -0.100744 -0.980938 0.266336 0.266336 -0.714602 -0.815345 0.0314598 -0.0121655 -0.0913145 0 0 0
0.0014442 -0.110176 -0.977113 0.293612 0.293612 -0.683501 -0.793677 0.0314282 -0.0133402 -0.0905587 0 0 0
0.0014445 -0.1196 -0.972935 0.320649 0.320649 -0.652286 -0.771886 0.0313937 -0.0145101 -0.0897296 0 0 0
0.0014448 -0.129012 -0.968408 0.347427 0.347427 -0.620981 -0.749992 0.0313564 -0.0156748 -0.0888279 0 0 0
0.0014451 -0.138413 -0.963532 0.373924 0.373924 -0.589608 -0.72802 0.0313163 -0.0168339 -0.0878542 0 0 0
0.0014454 -0.147801 -0.958309 0.400119 0.400119 -0.558191 -0.705992 0.0312734 -0.0179869 -0.0868095 0 0 0
0.0014457 -0.157176 -0.952742 0.425989 0.425989 -0.526753 -0.683929 0.0312276 -0.0191334 -0.0856944 0 0 0
0.001446 -0.166537 -0.946831 0.451514 0.451514 -0.495317 -0.661854 0.0311791 -0.020273 -0.08451 0 0 0
0.0014463 -0.175882 -0.94058 0.476674 0.476674 -0.463906 -0.639788 0.0311277 -0.0214054 -0.0832572 0 0 0
0.0014466 -0.185212 -0.93399 0.501448 0.501448 -0.432542 -0.617754 0.0310735 -0.02253 -0.081937 0 0 0
0.0014469 -0.194526 -0.927065 0.525816 0.525816 -0.401248 -0.595774 0.0310166 -0.0236465 -0.0805505 0 0 0
0.0014472 -0.203821 -0.919805 0.549759 0.549759 -0.370046 -0.573868 0.0309568 -0.0247546 -0.0790987 0 0 0
0.0014475 -0.213099 -0.912214 0.573256 0.573256 -0.338958 -0.552057 0.0308943 -0.0258537 -0.0775829 0 0 0
0.0014478 -0.222357 -0.904296 0.59629 0.59629 -0.308006 -0.530363 0.030829 -0.0269435 -0.0760044 0 0 0
0.0014481 -0.231595 -0.896051 0.61884 0.61884 -0.277211 -0.508806 0.0307609 -0.0280236 -0.0743643 0 0 0
0.0014484 -0.240813 -0.887484 0.64089 0.64089 -0.246594 -0.487407 0.03069 -0.0290936 -0.072664 0 0 0
0.0014487 -0.250009 -0.878598 0.662421 0.662421 -0.216177 -0.466186 0.0306164 -0.0301532 -0.0709048 0 0 0
0.001449 -0.259182 -0.869396 0.683415 0.683415 -0.18598 -0.445162 0.03054 -0.0312019 -0.0690883 0 0 0
0.0014493 -0.268332 -0.85988 0.703857 0.703857 -0.156024 -0.424355 0.0304609 -0.0322393 -0.0672159 0 0 0
0.0014496 -0.277458 -0.850055 0.723728 0.723728 -0.126327 -0.403785 0.030379 -0.0332652 -0.065289 0 0 0
0.0014499 -0.286558 -0.839925 0.743014 0.743014 -0.0969107 -0.383469 0.0302944 -0.0342791 -0.0633093 0 0 0
0.0014502 -0.295633 -0.829492 0.761698 0.761698 -0.0677934 -0.363427 0.0302071 -0.0352807 -0.0612783 0 0 0
0.0014505 -0.304682 -0.81876 0.779766 0.779766 -0.0389941 -0.343676 0.0301171 -0.0362695 -0.0591978 0 0 0
0.0014508 -0.313703 -0.807734 0.797202 0.797202 -0.0105315 -0.324234 0.0300243 -0.0372453 -0.0570693 0 0 0
0.0014511 -0.322696 -0.796417 0.813993 0.813993 0.0175765 -0.305119 0.0299288 -0.0382077 -0.0548946 0 0 0
0.0014514 -0.331659 -0.784813 0.830125 0.830125 0.0453122 -0.286347 0.0298307 -0.0391564 -0.0526755 0 0 0
0.0014517 -0.340593 -0.772927 0.845586 0.845586 0.0726584 -0.267935 0.0297299 -0.0400909 -0.0504137 0 0 0
0.001452 -0.349496 -0.760763 0.860361 0.860361 0.0995982 -0.249898 0.0296263 -0.0410111 -0.0481111 0 0 0
0.0014523 -0.358368 -0.748325 0.87444 0.87444 0.126115 -0.232253 0.0295202 -0.0419164 -0.0457696 0 0 0
0.0014526 -0.367208 -0.735618 0.887812 0.887812 0.152194 -0.215014 0.0294113 -0.0428067 -0.0433911 0 0 0
0.0014529 -0.376014 -0.722645 0.900464 0.900464 0.177819 -0.198196 0.0292999 -0.0436816 -0.0409774 0 0 0
0.0014532 -0.384787 -0.709413 0.912388 0.912388 0.202974 -0.181812 0.0291857 -0.0445408 -0.0385305 0 0 0
0.0014535 -0.393525 -0.695926 0.923573 0.923573 0.227647 -0.165878 0.029069 -0.0453839 -0.0360525 0 0 0
0.0014538 -0.402227 -0.682188 0.93401 0.93401 0.251822 -0.150405 0.0289496 -0.0462107 -0.0335452 0 0 0
0.0014541 -0.410894 -0.668204 0.943691 0.943691 0.275487 -0.135407 0.0288277 -0.0470208 -0.0310108 0 0 0
0.0014544 -0.419523 -0.65398 0.952609 0.952609 0.298629 -0.120895 0.0287031 -0.0478141 -0.0284513 0 0 0
0.0014547 -0.428115 -0.639521 0.960755 0.960755 0.321234 -0.106881 0.028576 -0.0485901 -0.0258688 0 0 0
0.001455 -0.436668 -0.624831 0.968124 0.968124 0.343292 -0.093376 0.0284462 -0.0493487 -0.0232653 0 0 0
