t 1 2 3 4 5 6 jL0100 jL0200 jL0300 jE0400 jE0504 jE0605 
0.001326 -0.466797 -0.557699 0.995287 0.995287 0.437587 -0.0292092 -0.0279637 0.0524685 0.00790847 0 0 0
0.0013263 -0.458387 -0.573337 0.992512 0.992512 0.419175 -0.0392114 -0.0281025 0.0517899 0.0105915 0 0 0
0.0013266 -0.449936 -0.588768 0.988934 0.988934 0.400166 -0.0497694 -0.0282388 0.0510927 0.0132659 0 0 0
0.0013269 -0.441444 -0.603987 0.984556 0.984556 0.380569 -0.0608756 -0.0283725 0.0503771 0.0159295 0 0 0
0.0013272 -0.432913 -0.618989 0.97938 0.97938 0.360391 -0.0725217 -0.0285036 0.0496434 0.0185803 0 0 0
0.0013275 -0.424343 -0.633768 0.973412 0.973412 0.339644 -0.0846989 -0.0286322 0.0488918 0.021216 0 0 0
0.0013278 -0.415735 -0.648318 0.966655 0.966655 0.318337 -0.0973977 -0.0287582 0.0481226 0.0238346 0 0 0
0.0013281 -0.407089 -0.662636 0.959116 0.959116 0.29648 -0.110608 -0.0288816 0.0473361 0.0264339 0 0 0
0.0013284 -0.398406 -0.676715 0.950801 0.950801 0.274086 -0.12432 -0.0290024 0.0465326 0.0290117 0 0 0
0.0013287 -0.389688 -0.69055 0.941716 0.941716 0.251166 -0.138522 -0.0291207 0.0457123 0.0315661 0 0 0
0.001329 -0.380935 -0.704137 0.931869 0.931869 0.227731 -0.153203 -0.0292362 0.0448756 0.0340949 0 0 0
0.0013293 -0.372147 -0.717471 0.921267 0.921267 0.203796 -0.168351 -0.0293492 0.0440227 0.0365961 0 0 0
0.0013296 -0.363326 -0.730546 0.90992 0.90992 0.179374 -0.183953 -0.0294595 0.043154 0.0390677 0 0 0
0.0013299 -0.354472 -0.743359 0.897836 0.897836 0.154477 -0.199995 -0.0295672 0.0422697 0.0415077 0 0 0
0.0013302 -0.345587 -0.755903 0.885025 0.885025 0.129121 -0.216465 -0.0296722 0.0413702 0.0439141 0 0 0
0.0013305 -0.33667 -0.768176 0.871498 0.871498 0.103321 -0.233348 -0.0297745 0.0404558 0.0462849 0 0 0
0.0013308 -0.327723 -0.780172 0.857265 0.857265 0.0770924 -0.25063 -0.0298742 0.0395269 0.0486182 0 0 0
0.0013311 -0.318746 -0.791888 0.842338 0.842338 0.0504502 -0.268296 -0.0299712 0.0385838 0.0509122 0 0 0
0.0013314 -0.309741 -0.803319 0.82673 0.82673 0.0234111 -0.28633 -0.0300654 0.0376267 0.053165 0 0 0
0.0013317 -0.300708 -0.81446 0.810452 0.810452 -0.00400813 -0.304716 -0.030157 0.0366561 0.0553748 0 0 0
0.001332 -0.291647 -0.825308 0.793518 0.793518 -0.0317903 -0.323438 -0.0302458 0.0356724 0.0575397 0 0 0
0.0013323 -0.282561 -0.835859 0.775942 0.775942 -0.0599177 -0.342479 -0.030332 0.0346758 0.059658 0 0 0
0.0013326 -0.273449 -0.84611 0.757737 0.757737 -0.0883725 -0.361822 -0.0304154 0.0336667 0.061728 0 0 0
0.0013329 -0.264312 -0.856056 0.73892 0.73892 -0.117136 -0.381449 -0.030496 0.0326455 0.0637481 0 0 0
0.0013332 -0.255152 -0.865694 0.719504 0.719504 -0.14619 -0.401342 -0.030574 0.0316125 0.0657166 0 0 0
0.0013335 -0.245969 -0.87502 0.699505 0.699505 -0.175514 -0.421483 -0.0306491 0.0305682 0.0676318 0 0 0
0.0013338 -0.236764 -0.884031 0.678941 0.678941 -0.20509 -0.441854 -0.0307215 0.0295128 0.0694923 0 0 0
0.0013341 -0.227537 -0.892724 0.657827 0.657827 -0.234898 -0.462434 -0.0307912 0.0284469 0.0712966 0 0 0
0.0013344 -0.21829 -0.901096 0.63618 0.63618 -0.264916 -0.483206 -0.030858 0.0273707 0.0730432 0 0 0
0.0013347 -0.209023 -0.909144 0.614018 0.614018 -0.295125 -0.504148 -0.0309221 0.0262846 0.0747306 0 0 0
0.001335 -0.199737 -0.916864 0.59136 0.59136 -0.325504 -0.525242 -0.0309835 0.0251891 0.0763575 0 0 0
0.0013353 -0.190434 -0.924254 0.568222 0.568222 -0.356032 -0.546466 -0.031042 0.0240846 0.0779226 0 0 0
0.0013356 -0.181113 -0.931312 0.544625 0.544625 -0.386687 -0.5678 -0.0310977 0.0229713 0.0794246 0 0 0
0.0013359 -0.171776 -0.938035 0.520586 0.520586 -0.417448 -0.589224 -0.0311506 0.0218498 0.0808623 0 0 0
0.0013362 -0.162423 -0.94442 0.496127 0.496127 -0.448293 -0.610716 -0.0312008 0.0207204 0.0822346 0 0 0
0.0013365 -0.153056 -0.950465 0.471265 0.471265 -0.479199 -0.632255 -0.0312481 0.0195836 0.0835403 0 0 0
0.0013368 -0.143675 -0.956167 0.446023 0.446023 -0.510145 -0.65382 -0.0312926 0.0184397 0.0847784 0 0 0
0.0013371 -0.134281 -0.961526 0.420419 0.420419 -0.541107 -0.675389 -0.0313343 0.0172892 0.0859478 0 0 0
0.0013374 -0.124876 -0.966539 0.394475 0.394475 -0.572064 -0.69694 -0.0313732 0.0161325 0.0870477 0 0 0
0.0013377 -0.115458 -0.971204 0.368211 0.368211 -0.602993 -0.718451 -0.0314092 0.0149699 0.0880771 0 0 0
0.001338 -0.106031 -0.975519 0.34165 0.34165 -0.63387 -0.739901 -0.0314424 0.013802 0.0890352 0 0 0
0.0013383 -0.0965938 -0.979484 0.314812 0.314812 -0.664672 -0.761266 -0.0314728 0.0126291 0.0899212 0 0 0
0.0013386 -0.0871481 -0.983095 0.287719 0.287719 -0.695377 -0.782525 -0.0315004 0.0114517 0.0907345 0 0 0
0.0013389 -0.0776944 -0.986353 0.260393 0.260393 -0.725961 -0.803655 -0.0315251 0.0102701 0.0914743 0 0 0
0.0013392 -0.0682338 -0.989256 0.232856 0.232856 -0.7564 -0.824634 -0.031547 0.00908484 0.09214 0 0 0
0.0013395 -0.0587671 -0.991803 0.205131 0.205131 -0.786672 -0.845439 -0.0315661 0.00789632 0.0927312 0 0 0
0.0013398 -0.049295 -0.993993 0.17724 0.17724 -0.816753 -0.866048 -0.0315823 0.00670494 0.0932472 0 0 0
0.0013401 -0.0398186 -0.995825 0.149205 0.149205 -0.84662 -0.886439 -0.0315956 0.00551116 0.0936878 0 0 0
0.0013404 -0.0303385 -0.997299 0.12105 0.12105 -0.876249 -0.906588 -0.0316062 0.00431539 0.0940526 0 0 0
0.0013407 -0.0208557 -0.998414 0.0927966 0.0927966 -0.905617 -0.926473 -0.0316138 0.00311807 0.0943412 0 0 0
0.001341 -0.0113711 -0.99917 0.0644681 0.0644681 -0.934702 -0.946073 -0.0316187 0.00191963 0.0945535 0 0 0
0.0013413 -0.00188539 -0.999566 0.0360875 0.0360875 -0.963478 -0.965364 -0.0316207 0.000720497 0.0946892 0 0 0
0.0013416 0.00760046 -0.999602 0.00767761 0.00767761 -0.991924 -0.984324 -0.0316198 -0.000478895 0.0947482 0 0 0
0.0013419 0.0170856 -0.999278 -0.0207385 -0.0207385 -1.02002 -1.00293 -0.0316161 -0.00167812 0.0947306 0 0 0
0.0013422 0.0265693 -0.998595 -0.0491377 -0.0491377 -1.04773 -1.02116 -0.0316095 -0.00287673 0.0946362 0 0 0
0.0013425 0.0360505 -0.997552 -0.0774972 -0.0774972 -1.07505 -1.039 -0.0316002 -0.00407431 0.0944653 0 0 0
0.0013428 0.0455285 -0.996151 -0.105794 -0.105794 -1.10194 -1.05642 -0.0315879 -0.00527043 0.0942179 0 0 0
0.0013431 0.0550024 -0.994391 -0.134005 -0.134005 -1.1284 -1.07339 -0.0315728 -0.00646464 0.0938942 0 0 0
0.0013434 0.0644714 -0.992273 -0.162108 -0.162108 -1.15438 -1.08991 -0.0315549 -0.00765653 0.0934945 0 0 0
0.0013437 0.0739345 -0.989798 -0.190079 -0.190079 -1.17988 -1.10594 -0.0315342 -0.00884567 0.0930192 0 0 0
0.001344 0.083391 -0.986966 -0.217897 -0.217897 -1.20486 -1.12147 -0.0315106 -0.0100316 0.0924685 0 0 0
0.0013443 0.09284 -0.98378 -0.245538 -0.245538 -1.22932 -1.13648 -0.0314841 -0.011214 0.091843 0 0 0
0.0013446 0.102281 -0.980239 -0.27298 -0.27298 -1.25322 -1.15094 -0.0314549 -0.0123923 0.0911431 0 0 0
0.0013449 0.111712 -0.976346 -0.300201 -0.300201 -1.27655 -1.16483 -0.0314228 -0.0135661 0.0903694 0 0 0
0.0013452 0.121133 -0.972101 -0.32718 -0.32718 -1.29928 -1.17815 -0.0313878 -0.0147351 0.0895226 0 0 0
0.0013455 0.130544 -0.967506 -0.353893 -0.353893 -1.3214 -1.19086 -0.0313501 -0.0158987 0.0886034 0 0 0
0.0013458 0.139943 -0.962563 -0.38032 -0.38032 -1.34288 -1.20294 -0.0313095 -0.0170567 0.0876124 0 0 0
0.0013461 0.149329 -0.957274 -0.406439 -0.406439 -1.36371 -1.21438 -0.0312661 -0.0182085 0.0865504 0 0 0
0.0013464 0.158701 -0.95164 -0.432229 -0.432229 -1.38387 -1.22517 -0.0312199 -0.0193537 0.0854184 0 0 0
0.0013467 0.16806 -0.945664 -0.457669 -0.457669 -1.40333 -1.23527 -0.0311709 -0.020492 0.0842173 0 0 0
0.001347 0.177403 -0.939347 -0.482739 -0.482739 -1.42209 -1.24468 -0.0311191 -0.0216229 0.082948 0 0 0
0.0013473 0.18673 -0.932692 -0.507418 -0.507418 -1.44011 -1.25338 -0.0310645 -0.022746 0.0816116 0 0 0
0.0013476 0.196041 -0.925702 -0.531686 -0.531686 -1.45739 -1.26135 -0.0310071 -0.023861 0.080209 0 0 0
0.0013479 0.205334 -0.918378 -0.555523 -0.555523 -1.4739 -1.26857 -0.0309468 -0.0249673 0.0787416 0 0 0
0.0013482 0.214608 -0.910724 -0.578911 -0.578911 -1.48964 -1.27503 -0.0308839 -0.0260647 0.0772104 0 0 0
0.0013485 0.223863 -0.902742 -0.601831 -0.601831 -1.50457 -1.28071 -0.0308181 -0.0271526 0.0756167 0 0 0
0.0013488 0.233098 -0.894435 -0.624263 -0.624263 -1.5187 -1.2856 -0.0307495 -0.0282308 0.0739618 0 0 0
0.0013491 0.242312 -0.885807 -0.64619 -0.64619 -1.532 -1.28968 -0.0306782 -0.0292989 0.072247 0 0 0
0.0013494 0.251504 -0.876859 -0.667593 -0.667593 -1.54445 -1.29295 -0.0306042 -0.0303564 0.0704738 0 0 0
0.0013497 0.260674 -0.867596 -0.688457 -0.688457 -1.55605 -1.29538 -0.0305273 -0.031403 0.0686435 0 0 0
0.00135 0.26982 -0.858021 -0.708763 -0.708763 -1.56678 -1.29696 -0.0304478 -0.0324383 0.0667576 0 0 0
0.0013503 0.278942 -0.848136 -0.728495 -0.728495 -1.57663 -1.29769 -0.0303655 -0.0334619 0.0648177 0 0 0
0.0013506 0.288038 -0.837947 -0.747637 -0.747637 -1.58558 -1.29755 -0.0302804 -0.0344734 0.0628253 0 0 0
0.0013509 0.297109 -0.827456 -0.766174 -0.766174 -1.59363 -1.29652 -0.0301926 -0.0354726 0.060782 0 0 0
0.0013512 0.306153 -0.816667 -0.784091 -0.784091 -1.60076 -1.29461 -0.0301022 -0.0364589 0.0586896 0 0 0
0.0013515 0.31517 -0.805585 -0.801374 -0.801374 -1.60696 -1.29179 -0.030009 -0.0374322 0.0565496 0 0 0
0.0013518 0.324158 -0.794212 -0.818007 -0.818007 -1.61222 -1.28806 -0.0299131 -0.038392 0.0543639 0 0 0
0.0013521 0.333117 -0.782553 -0.833979 -0.833979 -1.61653 -1.28342 -0.0298145 -0.039338 0.0521342 0 0 0
0.0013524 0.342046 -0.770613 -0.849275 -0.849275 -1.61989 -1.27784 -0.0297132 -0.0402698 0.0498622 0 0 0
0.0013527 0.350944 -0.758396 -0.863883 -0.863883 -1.62228 -1.27134 -0.0296093 -0.0411871 0.0475499 0 0 0
0.001353 0.35981 -0.745905 -0.877793 -0.877793 -1.6237 -1.26389 -0.0295026 -0.0420896 0.0451991 0 0 0
0.0013533 0.368645 -0.733147 -0.890992 -0.890992 -1.62414 -1.25549 -0.0293934 -0.042977 0.0428117 0 0 0
0.0013536 0.377446 -0.720124 -0.903469 -0.903469 -1.62359 -1.24615 -0.0292815 -0.0438488 0.0403897 0 0 0
0.0013539 0.386213 -0.706842 -0.915215 -0.915215 -1.62206 -1.23584 -0.0291669 -0.0447049 0.037935 0 0 0
0.0013542 0.394945 -0.693306 -0.926221 -0.926221 -1.61953 -1.22458 -0.0290497 -0.045545 0.0354495 0 0 0
0.0013545 0.403642 -0.67952 -0.936476 -0.936476 -1.616 -1.21235 -0.02893 -0.0463686 0.0329354 0 0 0
0.0013548 0.412302 -0.665489 -0.945974 -0.945974 -1.61146 -1.19916 -0.0288076 -0.0471755 0.0303946 0 0 0
0.0013551 0.420926 -0.65122 -0.954705 -0.954705 -1.60592 -1.185 -0.0286826 -0.0479655 0.0278292 0 0 0
0.0013554 0.429511 -0.636715 -0.962664 -0.962664 -1.59938 -1.16987 -0.028555 -0.0487381 0.0252413 0 0 0
0.0013557 0.438058 -0.621982 -0.969844 -0.969844 -1.59183 -1.15377 -0.0284249 -0.0494933 0.0226329 0 0 0
0.001356 0.446565 -0.607025 -0.976238 -0.976238 -1.58326 -1.1367 -0.0282922 -0.0502306 0.0200062 0 0 0
0.0013563 0.455032 -0.591849 -0.981842 -0.981842 -1.57369 -1.11866 -0.028157 -0.0509499 0.0173633 0 0 0
0.0013566 0.463459 -0.57646 -0.986651 -0.986651 -1.56311 -1.09965 -0.0280192 -0.0516508 0.0147064 0 0 0
0.0013569 0.471843 -0.560864 -0.990662 -0.990662 -1.55153 -1.07968 -0.0278789 -0.0523331 0.0120376 0 0 0
0.0013572 0.480185 -0.545066 -0.993871 -0.993871 -1.53894 -1.05875 -0.0277361 -0.0529966 0.00935899 0 0 0
0.0013575 0.488484 -0.529072 -0.996275 -0.996275 -1.52535 -1.03686 -0.0275908 -0.0536411 0.00667284 0 0 0
0.0013578 0.496739 -0.512887 -0.997873 -0.997873 -1.51076 -1.01402 -0.027443 -0.0542662 0.00398128 0 0 0
0.0013581 0.504949 -0.496518 -0.998662 -0.998662 -1.49518 -0.990231 -0.0272928 -0.0548718 0.0012865 0 0 0
0.0013584 0.513114 -0.47997 -0.998644 -0.998644 -1.47861 -0.9655 -0.0271401 -0.0554576 -0.00140932 0 0 0
0.0013587 0.521232 -0.463249 -0.997817 -0.997817 -1.46107 -0.939834 -0.0269849 -0.0560235 -0.00410399 0 0 0
0.001359 0.529304 -0.446362 -0.996182 -0.996182 -1.44254 -0.91324 -0.0268273 -0.0565692 -0.00679534 0 0 0
0.0013593 0.537328 -0.429314 -0.993741 -0.993741 -1.42305 -0.885727 -0.0266674 -0.0570946 -0.0094812 0 0 0
0.0013596 0.545304 -0.412111 -0.990495 -0.990495 -1.40261 -0.857303 -0.026505 -0.0575994 -0.0121594 0 0 0
0.0013599 0.55323 -0.39476 -0.986448 -0.986448 -1.38121 -0.827978 -0.0263402 -0.0580834 -0.0148277 0 0 0
0.0013602 0.561107 -0.377267 -0.981602 -0.981602 -1.35887 -0.797762 -0.026173 -0.0585466 -0.017484 0 0 0
0.0013605 0.568933 -0.359639 -0.975961 -0.975961 -1.3356 -0.766667 -0.0260035 -0.0589887 -0.0201262 0 0 0
0.0013608 0.576709 -0.34188 -0.969531 -0.969531 -1.31141 -0.734703 -0.0258317 -0.0594096 -0.0227521 0 0 0
0.0013611 0.584432 -0.323999 -0.962315 -0.962315 -1.28631 -0.701883 -0.0256575 -0.0598091 -0.0253595 0 0 0
0.0013614 0.592102 -0.306001 -0.954321 -0.954321 -1.26032 -0.66822 -0.0254811 -0.060187 -0.0279465 0 0 0
0.0013617 0.59972 -0.287894 -0.945554 -0.945554 -1.23345 -0.633728 -0.0253023 -0.0605433 -0.0305108 0 0 0
0.001362 0.607283 -0.269682 -0.936022 -0.936022 -1.2057 -0.598421 -0.0251212 -0.0608779 -0.0330504 0 0 0
0.0013623 0.614792 -0.251373 -0.925731 -0.925731 -1.1771 -0.562313 -0.0249379 -0.0611905 -0.0355632 0 0 0
0.0013626 0.622245 -0.232974 -0.914692 -0.914692 -1.14767 -0.525421 -0.0247524 -0.061481 -0.0380473 0 0 0
0.0013629 0.629642 -0.214491 -0.902912 -0.902912 -1.1174 -0.487761 -0.0245646 -0.0617495 -0.0405006 0 0 0
0.0013632 0.636983 -0.195931 -0.890401 -0.890401 -1.08633 -0.449349 -0.0243746 -0.0619957 -0.042921 0 0 0
0.0013635 0.644267 -0.177301 -0.87717 -0.87717 -1.05447 -0.410204 -0.0241824 -0.0622196 -0.0453068 0 0 0
0.0013638 0.651492 -0.158606 -0.863228 -0.863228 -1.02183 -0.370342 -0.0239881 -0.0624212 -0.0476558 0 0 0
0.0013641 0.658659 -0.139855 -0.848587 -0.848587 -0.988442 -0.329783 -0.0237915 -0.0626002 -0.0499663 0 0 0
0.0013644 0.665766 -0.121053 -0.83326 -0.83326 -0.954313 -0.288546 -0.0235929 -0.0627568 -0.0522363 0 0 0
0.0013647 0.672814 -0.102207 -0.817258 -0.817258 -0.919465 -0.246651 -0.0233921 -0.0628907 -0.0544641 0 0 0
0.001365 0.679801 -0.0833252 -0.800594 -0.800594 -0.88392 -0.204119 -0.0231892 -0.063002 -0.0566477 0 0 0
0.0013653 0.686727 -0.064413 -0.783283 -0.783283 -0.847696 -0.160969 -0.0229842 -0.0630906 -0.0587855 0 0 0
0.0013656 0.693591 -0.0454776 -0.765337 -0.765337 -0.810815 -0.117224 -0.0227772 -0.0631566 -0.0608757 0 0 0
0.0013659 0.700392 -0.0265259 -0.746772 -0.746772 -0.773298 -0.0729052 -0.0225681 -0.0631998 -0.0629166 0 0 0
0.0013662 0.707131 -0.00756457 -0.727602 -0.727602 -0.735167 -0.0280356 -0.022357 -0.0632202 -0.0649066 0 0 0
0.0013665 0.713806 0.0113994 -0.707843 -0.707843 -0.696444 0.0173621 -0.0221438 -0.0632179 -0.0668441 0 0 0
0.0013668 0.720417 0.0303593 -0.687512 -0.687512 -0.657152 0.0632645 -0.0219287 -0.0631928 -0.0687274 0 0 0
0.0013671 0.726963 0.0493083 -0.666623 -0.666623 -0.617315 0.109648 -0.0217116 -0.063145 -0.0705551 0 0 0
0.0013674 0.733443 0.0682396 -0.645196 -0.645196 -0.576956 0.156487 -0.0214926 -0.0630745 -0.0723257 0 0 0
0.0013677 0.739858 0.0871462 -0.623245 -0.623245 -0.536099 0.203759 -0.0212716 -0.0629813 -0.0740377 0 0 0
0.001368 0.746206 0.106022 -0.600791 -0.600791 -0.494769 0.251436 -0.0210487 -0.0628654 -0.0756898 0 0 0
0.0013683 0.752486 0.124859 -0.57785 -0.57785 -0.452991 0.299495 -0.0208239 -0.0627269 -0.0772807 0 0 0
0.0013686 0.758699 0.143651 -0.554441 -0.554441 -0.41079 0.347909 -0.0205972 -0.0625658 -0.0788089 0 0 0
0.0013689 0.764844 0.162391 -0.530583 -0.530583 -0.368192 0.396652 -0.0203687 -0.0623822 -0.0802734 0 0 0
0.0013692 0.77092 0.181073 -0.506296 -0.506296 -0.325223 0.445697 -0.0201383 -0.0621761 -0.0816729 0 0 0
0.0013695 0.776926 0.19969 -0.481599 -0.481599 -0.281909 0.495018 -0.0199061 -0.0619477 -0.0830063 0 0 0
0.0013698 0.782863 0.218235 -0.456512 -0.456512 -0.238277 0.544586 -0.0196722 -0.0616969 -0.0842725 0 0 0
0.0013701 0.788729 0.236702 -0.431056 -0.431056 -0.194354 0.594375 -0.0194364 -0.061424 -0.0854704 0 0 0
0.0013704 0.794524 0.255083 -0.405251 -0.405251 -0.150168 0.644357 -0.019199 -0.061129 -0.0865992 0 0 0
0.0013707 0.800248 0.273373 -0.379117 -0.379117 -0.105745 0.694503 -0.0189597 -0.0608119 -0.0876579 0 0 0
0.001371 0.8059 0.291564 -0.352677 -0.352677 -0.0611134 0.744786 -0.0187188 -0.060473 -0.0886456 0 0 0
0.0013713 0.811479 0.30965 -0.325951 -0.325951 -0.0163015 0.795177 -0.0184762 -0.0601123 -0.0895615 0 0 0
0.0013716 0.816985 0.327625 -0.298962 -0.298962 0.0286628 0.845648 -0.018232 -0.05973 -0.090405 0 0 0
0.0013719 0.822418 0.345481 -0.27173 -0.27173 0.0737511 0.896169 -0.0179861 -0.0593261 -0.0911752 0 0 0
0.0013722 0.827776 0.363214 -0.244279 -0.244279 0.118935 0.946711 -0.0177385 -0.0589009 -0.0918717 0 0 0
0.0013725 0.83306 0.380816 -0.216629 -0.216629 0.164186 0.997246 -0.0174894 -0.0584546 -0.0924938 0 0 0
0.0013728 0.838269 0.39828 -0.188805 -0.188805 0.209475 1.04774 -0.0172387 -0.0579871 -0.093041 0 0 0
0.0013731 0.843403 0.415602 -0.160827 -0.160827 0.254774 1.09818 -0.0169865 -0.0574989 -0.0935129 0 0 0
0.0013734 0.848461 0.432773 -0.13272 -0.13272 0.300054 1.14851 -0.0167327 -0.0569899 -0.0939091 0 0 0
0.0013737 0.853442 0.449789 -0.104505 -0.104505 0.345285 1.19873 -0.0164774 -0.0564604 -0.0942292 0 0 0
0.001374 0.858347 0.466643 -0.076205 -0.076205 0.390438 1.24879 -0.0162207 -0.0559106 -0.0944731 0 0 0
0.0013743 0.863174 0.48333 -0.0478437 -0.0478437 0.435486 1.29866 -0.0159624 -0.0553406 -0.0946406 0 0 0
0.0013746 0.867924 0.499842 -0.0194437 -0.0194437 0.480398 1.34832 -0.0157028 -0.0547508 -0.0947314 0 0 0
0.0013749 0.872595 0.516174 0.00897211 0.00897211 0.525146 1.39774 -0.0154417 -0.0541412 -0.0947455 0 0 0
0.0013752 0.877188 0.532321 0.0373806 0.0373806 0.569701 1.44689 -0.0151792 -0.0535122 -0.0946829 0 0 0
0.0013755 0.881702 0.548276 0.0657589 0.0657589 0.614034 1.49574 -0.0149154 -0.0528639 -0.0945437 0 0 0
0.0013758 0.886137 0.564033 0.0940838 0.0940838 0.658117 1.54425 -0.0146502 -0.0521966 -0.0943279 0 0 0
0.0013761 0.890492 0.579588 0.122333 0.122333 0.701921 1.59241 -0.0143838 -0.0515104 -0.0940358 0 0 0
0.0013764 0.894767 0.594934 0.150482 0.150482 0.745416 1.64018 -0.014116 -0.0508058 -0.0936675 0 0 0
0.0013767 0.898961 0.610066 0.17851 0.17851 0.788576 1.68754 -0.0138469 -0.0500829 -0.0932235 0 0 0
0.001377 0.903075 0.624978 0.206394 0.206394 0.831372 1.73445 -0.0135766 -0.0493419 -0.092704 0 0 0
0.0013773 0.907107 0.639666 0.23411 0.23411 0.873776 1.78088 -0.0133051 -0.0485832 -0.0921094 0 0 0
0.0013776 0.911058 0.654123 0.261637 0.261637 0.91576 1.82682 -0.0130324 -0.047807 -0.0914402 0 0 0
0.0013779 0.914926 0.668345 0.288952 0.288952 0.957297 1.87222 -0.0127585 -0.0470136 -0.0906971 0 0 0
0.0013782 0.918712 0.682326 0.316033 0.316033 0.998359 1.91707 -0.0124835 -0.0462032 -0.0898805 0 0 0
0.0013785 0.922416 0.696061 0.342858 0.342858 1.03892 1.96134 -0.0122073 -0.0453763 -0.0889912 0 0 0
0.0013788 0.926036 0.709547 0.369406 0.369406 1.07895 2.00499 -0.01193 -0.044533 -0.0880298 0 0 0
0.0013791 0.929574 0.722776 0.395655 0.395655 1.11843 2.048 -0.0116517 -0.0436737 -0.0869971 0 0 0
0.0013794 0.933027 0.735746 0.421583 0.421583 1.15733 2.09036 -0.0113723 -0.0427986 -0.0858941 0 0 0
0.0013797 0.936397 0.748451 0.44717 0.44717 1.19562 2.13202 -0.0110919 -0.0419082 -0.0847215 0 0 0
0.00138 0.939682 0.760886 0.472395 0.472395 1.23328 2.17296 -0.0108105 -0.0410027 -0.0834803 0 0 0
0.0013803 0.942883 0.773048 0.497238 0.497238 1.27029 2.21317 -0.0105281 -0.0400824 -0.0821716 0 0 0
0.0013806 0.945998 0.784931 0.521678 0.521678 1.30661 2.25261 -0.0102448 -0.0391477 -0.0807963 0 0 0
0.0013809 0.949029 0.796532 0.545696 0.545696 1.34223 2.29126 -0.00996055 -0.0381989 -0.0793556 0 0 0
0.0013812 0.951975 0.807847 0.569272 0.569272 1.37712 2.32909 -0.0096754 -0.0372363 -0.0778507 0 0 0
0.0013815 0.954834 0.81887 0.592387 0.592387 1.41126 2.36609 -0.00938939 -0.0362604 -0.0762828 0 0 0
0.0013818 0.957608 0.829599 0.615023 0.615023 1.44462 2.40223 -0.00910253 -0.0352714 -0.0746531 0 0 0
0.0013821 0.960295 0.840029 0.637161 0.637161 1.47719 2.43749 -0.00881485 -0.0342697 -0.072963 0 0 0
0.0013824 0.962897 0.850157 0.658783 0.658783 1.50894 2.47184 -0.00852638 -0.0332557 -0.0712138 0 0 0
0.0013827 0.965411 0.859979 0.679872 0.679872 1.53985 2.50526 -0.00823714 -0.0322297 -0.0694069 0 0 0
0.001383 0.967839 0.869491 0.70041 0.70041 1.5699 2.53774 -0.00794715 -0.0311921 -0.0675439 0 0 0
0.0013833 0.970179 0.878691 0.720381 0.720381 1.59907 2.56925 -0.00765646 -0.0301433 -0.0656262 0 0 0
0.0013836 0.972432 0.887574 0.73977 0.73977 1.62734 2.59978 -0.00736507 -0.0290836 -0.0636554 0 0 0
0.0013839 0.974598 0.896138 0.758559 0.758559 1.6547 2.62929 -0.00707303 -0.0280135 -0.0616331 0 0 0
0.0013842 0.976676 0.904379 0.776734 0.776734 1.68111 2.65779 -0.00678034 -0.0269333 -0.0595608 0 0 0
0.0013845 0.978666 0.912295 0.794281 0.794281 1.70658 2.68524 -0.00648705 -0.0258434 -0.0574404 0 0 0
0.0013848 0.980568 0.919882 0.811184 0.811184 1.73107 2.71163 -0.00619317 -0.0247442 -0.0552734 0 0 0
0.0013851 0.982382 0.927139 0.827431 0.827431 1.75457 2.73695 -0.00589873 -0.0236361 -0.0530617 0 0 0
0.0013854 0.984107 0.934061 0.843008 0.843008 1.77707 2.76118 -0.00560377 -0.0225194 -0.0508071 0 0 0
0.0013857 0.985744 0.940648 0.857903 0.857903 1.79855 2.78429 -0.00530829 -0.0213947 -0.0485113 0 0 0
0.001386 0.987292 0.946896 0.872103 0.872103 1.819 2.80629 -0.00501235 -0.0202623 -0.0461763 0 0 0
0.0013863 0.988751 0.952803 0.885597 0.885597 1.8384 2.82715 -0.00471595 -0.0191226 -0.0438039 0 0 0
0.0013866 0.990121 0.958367 0.898374 0.898374 1.85674 2.84686 -0.00441912 -0.017976 -0.041396 0 0 0
0.0013869 0.991402 0.963586 0.910424 0.910424 1.87401 2.86541 -0.0041219 -0.0168229 -0.0389546 0 0 0
0.0013872 0.992594 0.968459 0.921737 0.921737 1.8902 2.88279 -0.00382431 -0.0156638 -0.0364817 0 0 0
0.0013875 0.993697 0.972983 0.932304 0.932304 1.90529 2.89898 -0.00352637 -0.014499 -0.0339792 0 0 0
0.0013878 0.99471 0.977157 0.942116 0.942116 1.91927 2.91398 -0.00322812 -0.013329 -0.0314493 0 0 0
0.0013881 0.995634 0.980979 0.951166 0.951166 1.93214 2.92778 -0.00292957 -0.0121543 -0.0288938 0 0 0
0.0013884 0.996468 0.984448 0.959445 0.959445 1.94389 2.94036 -0.00263076 -0.0109751 -0.026315 0 0 0
0.0013887 0.997212 0.987563 0.966948 0.966948 1.95451 2.95172 -0.00233172 -0.00979202 -0.0237149 0 0 0
0.001389 0.997867 0.990322 0.973668 0.973668 1.96399 2.96186 -0.00203246 -0.0086054 -0.0210956 0 0 0
0.0013893 0.998431 0.992725 0.9796 0.9796 1.97232 2.97076 -0.00173302 -0.00741568 -0.0184592 0 0 0
0.0013896 0.998906 0.994771 0.984739 0.984739 1.97951 2.97842 -0.00143343 -0.00622329 -0.0158079 0 0 0
