t 1 2 3 4 5 6 jV0200 jV0400 
0.0618 20.8795 100 49.7841 100 0.00041759 0.000995681 -0.00395603 -0.0025108
0.0619 21.2321 100 49.9214 100 0.000424642 0.000998427 -0.0039384 -0.00250393
0.062 21.5823 100 47.2625 100 0.000431645 0.0472625 -0.00392089 -0.00263687
0.0621 21.93 100 43.8865 100 0.000438599 0.0438865 -0.0039035 -0.00280567
0.0622 22.2752 100 40.4877 100 0.000445505 0.0404877 -0.00388624 -0.00297561
0.0623 22.6181 100 37.2851 100 0.000452363 0.0372851 -0.00386909 -0.00313574
0.0624 22.9586 100 34.3356 100 0.000459172 0.0343356 -0.00385207 -0.00328322
0.0625 23.2967 100 31.6419 100 0.000465934 0.0316419 -0.00383516 -0.0034179
0.0626 23.6325 100 29.1895 100 0.000472649 0.0291895 -0.00381838 -0.00354052
0.0627 23.9659 100 26.9595 100 0.000479318 0.0269595 -0.00380171 -0.00365203
0.0628 24.297 100 24.9326 100 0.000485939 0.0249326 -0.00378515 -0.00375337
0.0629 24.6257 100 23.0905 100 0.000492515 0.0230905 -0.00376871 -0.00384547
0.063 24.9522 100 21.4167 100 0.000499044 0.0214167 -0.00375239 -0.00392917
0.0631 25.2764 100 19.8957 100 0.000505529 0.0198957 -0.00373618 -0.00400522
0.0632 25.5984 100 18.5136 100 0.000511967 0.0185136 -0.00372008 -0.00407432
0.0633 25.9181 100 17.2577 100 0.000518361 0.0172577 -0.0037041 -0.00413712
0.0634 26.2355 100 16.1165 100 0.000524711 0.0161165 -0.00368822 -0.00419418
0.0635 26.5508 100 15.0795 100 0.000531016 0.0150795 -0.00367246 -0.00424602
0.0636 26.8638 100 14.1372 100 0.000537277 0.0141372 -0.00365681 -0.00429314
0.0637 27.1747 100 13.281 100 0.000543494 0.013281 -0.00364126 -0.00433595
0.0638 27.4834 100 12.503 100 0.000549668 0.012503 -0.00362583 -0.00437485
0.0639 27.79 100 11.796 100 0.000555799 0.011796 -0.0036105 -0.0044102
0.064 28.0944 100 11.1536 100 0.000561887 0.0111536 -0.00359528 -0.00444232
0.0641 28.3966 100 10.5699 100 0.000567933 0.0105699 -0.00358017 -0.0044715
0.0642 28.6968 100 10.0395 100 0.000573936 0.0100395 -0.00356516 -0.00449803
0.0643 28.9949 100 10.1228 100 0.000579898 0.000202455 -0.00355025 -0.00449386
0.0644 29.2909 100 10.4094 100 0.000585818 0.000208188 -0.00353545 -0.00447953
0.0645 29.5848 100 10.7623 100 0.000591697 0.000215246 -0.00352076 -0.00446188
0.0646 29.8767 100 11.1357 100 0.000597535 0.000222715 -0.00350616 -0.00444321
0.0647 30.1666 100 11.5144 100 0.000603332 0.000230288 -0.00349167 -0.00442428
0.0648 30.4544 100 11.8932 100 0.000609088 0.000237864 -0.00347728 -0.00440534
0.0649 30.7402 100 12.2704 100 0.000614805 0.000245408 -0.00346299 -0.00438648
0.065 31.0241 100 12.6455 100 0.000620481 0.000252911 -0.0034488 -0.00436772
0.0651 31.3059 100 13.0184 100 0.000626118 0.000260368 -0.0034347 -0.00434908
0.0652 31.5858 100 13.3889 100 0.000631716 0.000267778 -0.00342071 -0.00433056
0.0653 31.8637 100 13.7571 100 0.000637275 0.000275141 -0.00340681 -0.00431215
0.0654 32.1397 100 14.1229 100 0.000642794 0.000282458 -0.00339301 -0.00429385
0.0655 32.4138 100 14.4864 100 0.000648276 0.000289729 -0.00337931 -0.00427568
0.0656 32.6859 100 14.8476 100 0.000653719 0.000296953 -0.0033657 -0.00425762
0.0657 32.9562 100 15.2066 100 0.000659124 0.000304131 -0.00335219 -0.00423967
0.0658 33.2246 100 15.5632 100 0.000664491 0.000311264 -0.00333877 -0.00422184
0.0659 33.4911 100 15.9176 100 0.000669821 0.000318352 -0.00332545 -0.00420412
0.066 33.7557 100 16.2697 100 0.000675114 0.000325394 -0.00331221 -0.00418651
0.0661 34.0185 100 16.6196 100 0.00068037 0.000332393 -0.00329907 -0.00416902
0.0662 34.2795 100 16.9673 100 0.000685589 0.000339346 -0.00328603 -0.00415163
0.0663 34.5386 100 17.3128 100 0.000690772 0.000346256 -0.00327307 -0.00413436
0.0664 34.7959 100 17.6561 100 0.000695919 0.000353121 -0.0032602 -0.0041172
0.0665 35.0515 100 17.9972 100 0.000701029 0.000359943 -0.00324743 -0.00410014
0.0666 35.3052 100 18.3361 100 0.000706104 0.000366722 -0.00323474 -0.00408319
0.0667 35.5572 100 18.6729 100 0.000711144 0.000373458 -0.00322214 -0.00406635
0.0668 35.8074 100 19.0076 100 0.000716149 0.000380151 -0.00320963 -0.00404962
0.0669 36.0559 100 19.3401 100 0.000721118 0.000386802 -0.0031972 -0.004033
0.067 36.3027 100 19.6705 100 0.000726053 0.00039341 -0.00318487 -0.00401647
0.0671 36.5477 100 19.9989 100 0.000730954 0.000399977 -0.00317262 -0.00400006
0.0672 36.791 100 20.3251 100 0.00073582 0.000406502 -0.00316045 -0.00398375
0.0673 37.0326 100 20.6493 100 0.000740653 0.000412985 -0.00314837 -0.00396754
0.0674 37.2726 100 20.9714 100 0.000745451 0.000419428 -0.00313637 -0.00395143
0.0675 37.5108 100 21.2915 100 0.000750217 0.000425829 -0.00312446 -0.00393543
0.0676 37.7474 100 21.6095 100 0.000754948 0.00043219 -0.00311263 -0.00391952
0.0677 37.9824 100 21.9255 100 0.000759647 0.000438511 -0.00310088 -0.00390372
0.0678 38.2157 100 22.2396 100 0.000764314 0.000444791 -0.00308922 -0.00388802
0.0679 38.4474 100 22.5516 100 0.000768947 0.000451032 -0.00307763 -0.00387242
0.068 38.6774 100 22.8616 100 0.000773549 0.000457233 -0.00306613 -0.00385692
0.0681 38.9059 100 23.1697 100 0.000778118 0.000463395 -0.00305471 -0.00384151
0.0682 39.1328 100 23.4759 100 0.000782655 0.000469517 -0.00304336 -0.00382621
0.0683 39.358 100 23.7801 100 0.000787161 0.000475601 -0.0030321 -0.003811
0.0684 39.5818 100 24.0823 100 0.000791635 0.000481646 -0.00302091 -0.00379588
0.0685 39.8039 100 24.3827 100 0.000796078 0.000487653 -0.0030098 -0.00378087
0.0686 40.0245 100 24.6811 100 0.00080049 0.000493622 -0.00299877 -0.00376595
0.0687 40.2436 100 24.9776 100 0.000804872 0.000499553 -0.00298782 -0.00375112
0.0688 40.4611 100 25.2723 100 0.000809222 0.000505446 -0.00297694 -0.00373639
0.0689 40.6771 100 25.5651 100 0.000813543 0.000511302 -0.00296614 -0.00372175
0.069 40.8916 100 25.856 100 0.000817833 0.000517121 -0.00295542 -0.0037072
0.0691 41.1047 100 26.1451 100 0.000822093 0.000522902 -0.00294477 -0.00369274
0.0692 41.3162 100 26.4324 100 0.000826324 0.000528647 -0.00293419 -0.00367838
0.0693 41.5262 100 26.7178 100 0.000830525 0.000534356 -0.00292369 -0.00366411
0.0694 41.7348 100 27.0014 100 0.000834697 0.000540029 -0.00291326 -0.00364993
0.0695 41.942 100 27.2833 100 0.000838839 0.000545665 -0.0029029 -0.00363584
0.0696 42.1477 100 27.5633 100 0.000842953 0.000551266 -0.00289262 -0.00362184
0.0697 42.3519 100 27.8416 100 0.000847038 0.000556831 -0.0028824 -0.00360792
0.0698 42.5547 100 28.118 100 0.000851095 0.000562361 -0.00287226 -0.0035941
0.0699 42.7562 100 28.3928 100 0.000855123 0.000567856 -0.00286219 -0.00358036
0.07 42.9562 100 28.6658 100 0.000859123 0.000573316 -0.00285219 -0.00356671
0.0701 43.1548 100 28.9371 100 0.000863096 0.000578741 -0.00284226 -0.00355315
0.0702 43.352 100 29.2066 100 0.00086704 0.000584132 -0.0028324 -0.00353967
0.0703 43.5479 100 29.4744 100 0.000870957 0.000589489 -0.00282261 -0.00352628
0.0704 43.7423 100 29.7406 100 0.000874847 0.000594811 -0.00281288 -0.00351297
0.0705 43.9355 100 30.005 100 0.00087871 0.0006001 -0.00280323 -0.00349975
0.0706 44.1273 100 30.2678 100 0.000882545 0.000605356 -0.00279364 -0.00348661
0.0707 44.3177 100 30.5289 100 0.000886354 0.000610578 -0.00278411 -0.00347356
0.0708 44.5068 100 30.7883 100 0.000890136 0.000615767 -0.00277466 -0.00346058
0.0709 44.6946 100 31.0461 100 0.000893892 0.000620923 -0.00276527 -0.00344769
0.071 44.8811 100 31.3023 100 0.000897622 0.000626046 -0.00275594 -0.00343488
0.0711 45.0663 100 31.5569 100 0.000901326 0.000631137 -0.00274669 -0.00342216
0.0712 45.2502 100 31.8098 100 0.000905004 0.000636196 -0.00273749 -0.00340951
0.0713 45.4328 100 32.0611 100 0.000908656 0.000641222 -0.00272836 -0.00339694
0.0714 45.6141 100 32.3108 100 0.000912283 0.000646217 -0.00271929 -0.00338446
0.0715 45.7942 100 32.559 100 0.000915884 0.000651179 -0.00271029 -0.00337205
0.0716 45.973 100 32.8055 100 0.000919461 0.000656111 -0.00270135 -0.00335972
0.0717 46.1506 100 33.0505 100 0.000923012 0.000661011 -0.00269247 -0.00334747
0.0718 46.3269 100 33.294 100 0.000926539 0.00066588 -0.00268365 -0.0033353
0.0719 46.502 100 33.5359 100 0.000930041 0.000670718 -0.0026749 -0.0033232
0.072 46.6759 100 33.7763 100 0.000933518 0.000675526 -0.0026662 -0.00331119
0.0721 46.8486 100 34.0151 100 0.000936971 0.000680303 -0.00265757 -0.00329924
0.0722 47.02 100 34.2525 100 0.000940401 0.000685049 -0.002649 -0.00328738
0.0723 47.1903 100 34.4883 100 0.000943806 0.000689766 -0.00264048 -0.00327559
0.0724 47.3594 100 34.7226 100 0.000947188 0.000694452 -0.00263203 -0.00326387
0.0725 47.5273 100 34.9555 100 0.000950546 0.000699109 -0.00262364 -0.00325223
0.0726 47.694 100 35.1868 100 0.00095388 0.000703737 -0.0026153 -0.00324066
0.0727 47.8596 100 35.4167 100 0.000957191 0.000708335 -0.00260702 -0.00322916
0.0728 48.024 100 35.6452 100 0.00096048 0.000712903 -0.0025988 -0.00321774
0.0729 48.1872 100 35.8722 100 0.000963745 0.000717443 -0.00259064 -0.00320639
0.073 48.3494 100 36.0977 100 0.000966987 0.000721954 -0.00258253 -0.00319511
0.0731 48.5104 100 36.3218 100 0.000970207 0.000726437 -0.00257448 -0.00318391
0.0732 48.6702 100 36.5445 100 0.000973405 0.000730891 -0.00256649 -0.00317277
0.0733 48.829 100 36.7658 100 0.00097658 0.000735317 -0.00255855 -0.00316171
0.0734 48.9866 100 36.9857 100 0.000979733 0.000739714 -0.00255067 -0.00315071
0.0735 49.1432 100 37.2042 100 0.000982864 0.000744084 -0.00254284 -0.00313979
0.0736 49.2986 100 37.4213 100 0.000985973 0.000748426 -0.00253507 -0.00312893
0.0737 49.453 100 37.637 100 0.00098906 0.000752741 -0.00252735 -0.00311815
0.0738 49.6063 100 37.8514 100 0.000992126 0.000757028 -0.00251969 -0.00310743
0.0739 49.7585 100 38.0644 100 0.00099517 0.000761288 -0.00251207 -0.00309678
0.074 49.9097 100 38.276 100 0.000998194 0.000765521 -0.00250452 -0.0030862
0.0741 47.0032 100 38.4863 100 0.0470032 0.000769727 -0.00264984 -0.00307568
0.0742 43.3343 100 38.6953 100 0.0433343 0.000773906 -0.00283329 -0.00306523
0.0743 39.6679 100 38.9029 100 0.0396679 0.000778059 -0.00301661 -0.00305485
0.0744 36.2422 100 39.1093 100 0.0362422 0.000782186 -0.00318789 -0.00304454
0.0745 33.1155 100 39.3143 100 0.0331155 0.000786286 -0.00334423 -0.00303429
0.0746 30.2865 100 39.518 100 0.0302865 0.00079036 -0.00348567 -0.0030241
0.0747 27.7354 100 39.7204 100 0.0277354 0.000794409 -0.00361323 -0.00301398
0.0748 25.4377 100 39.9216 100 0.0254377 0.000798432 -0.00372811 -0.00300392
0.0749 23.3693 100 40.1214 100 0.0233693 0.000802429 -0.00383153 -0.00299393
0.075 21.5076 100 40.32 100 0.0215076 0.000806401 -0.00392462 -0.002984
0.0751 19.8322 100 40.5174 100 0.0198322 0.000810348 -0.00400839 -0.00297413
0.0752 18.3243 100 40.7135 100 0.0183243 0.000814269 -0.00408378 -0.00296433
0.0753 16.9673 100 40.9083 100 0.0169673 0.000818166 -0.00415163 -0.00295458
0.0754 15.7461 100 41.1019 100 0.0157461 0.000822038 -0.0042127 -0.0029449
0.0755 14.647 100 41.2943 100 0.014647 0.000825886 -0.00426765 -0.00293529
0.0756 13.658 100 41.4854 100 0.013658 0.000829709 -0.0043171 -0.00292573
0.0757 12.7679 100 41.6754 100 0.0127679 0.000833508 -0.00436161 -0.00291623
0.0758 11.9668 100 41.8641 100 0.0119668 0.000837283 -0.00440166 -0.00290679
0.0759 11.2459 100 42.0517 100 0.0112459 0.000841033 -0.0044377 -0.00289742
0.076 10.5972 100 42.238 100 0.0105972 0.000844761 -0.00447014 -0.0028881
0.0761 10.0133 100 42.4232 100 0.0100133 0.000848464 -0.00449933 -0.00287884
0.0762 10.1049 100 42.6072 100 0.000202097 0.000852144 -0.00449476 -0.00286964
0.0763 10.4201 100 42.79 100 0.000208402 0.0008558 -0.004479 -0.0028605
0.0764 10.8081 100 42.9717 100 0.000216161 0.000859434 -0.0044596 -0.00285142
0.0765 11.2184 100 43.1522 100 0.000224367 0.000863044 -0.00443908 -0.00284239
0.0766 11.6342 100 43.3316 100 0.000232684 0.000866632 -0.00441829 -0.00283342
0.0767 12.0499 100 43.5098 100 0.000240998 0.000870196 -0.00439751 -0.00282451
0.0768 12.4636 100 43.6869 100 0.000249272 0.000873738 -0.00437682 -0.00281565
0.0769 12.8748 100 43.8629 100 0.000257496 0.000877258 -0.00435626 -0.00280686
0.077 13.2832 100 44.0378 100 0.000265664 0.000880755 -0.00433584 -0.00279811
0.0771 13.6888 100 44.2115 100 0.000273775 0.00088423 -0.00431556 -0.00278942
0.0772 14.0915 100 44.3842 100 0.000281831 0.000887683 -0.00429542 -0.00278079
0.0773 14.4915 100 44.5557 100 0.00028983 0.000891114 -0.00427543 -0.00277221
0.0774 14.8887 100 44.7262 100 0.000297773 0.000894524 -0.00425557 -0.00276369
0.0775 15.2831 100 44.8956 100 0.000305661 0.000897912 -0.00423585 -0.00275522
0.0776 15.6747 100 45.0639 100 0.000313495 0.000901278 -0.00421626 -0.00274681
0.0777 16.0636 100 45.2311 100 0.000321273 0.000904623 -0.00419682 -0.00273844
0.0778 16.4499 100 45.3973 100 0.000328997 0.000907946 -0.00417751 -0.00273013
0.0779 16.8334 100 45.5624 100 0.000336667 0.000911249 -0.00415833 -0.00272188
0.078 17.2142 100 45.7265 100 0.000344284 0.000914531 -0.00413929 -0.00271367
0.0781 17.5924 100 45.8896 100 0.000351848 0.000917791 -0.00412038 -0.00270552
0.0782 17.9679 100 46.0516 100 0.000359359 0.000921032 -0.0041016 -0.00269742
0.0783 18.3409 100 46.2126 100 0.000366817 0.000924251 -0.00408296 -0.00268937
0.0784 18.7112 100 46.3725 100 0.000374224 0.00092745 -0.00406444 -0.00268137
0.0785 19.0789 100 46.5315 100 0.000381578 0.000930629 -0.00404605 -0.00267343
0.0786 19.4441 100 46.6894 100 0.000388882 0.000933788 -0.0040278 -0.00266553
0.0787 19.8067 100 46.8463 100 0.000396134 0.000936927 -0.00400966 -0.00265768
0.0788 20.1668 100 47.0023 100 0.000403336 0.000940045 -0.00399166 -0.00264989
0.0789 20.5244 100 47.1572 100 0.000410488 0.000943144 -0.00397378 -0.00264214
0.079 20.8795 100 47.3112 100 0.00041759 0.000946224 -0.00395603 -0.00263444
0.0791 21.2321 100 47.4642 100 0.000424642 0.000949283 -0.00393839 -0.00262679
0.0792 21.5823 100 47.6162 100 0.000431645 0.000952324 -0.00392089 -0.00261919
0.0793 21.93 100 47.7672 100 0.000438599 0.000955345 -0.0039035 -0.00261164
0.0794 22.2753 100 47.9173 100 0.000445505 0.000958347 -0.00388624 -0.00260413
0.0795 22.6181 100 48.0665 100 0.000452363 0.00096133 -0.00386909 -0.00259668
0.0796 22.9586 100 48.2147 100 0.000459172 0.000964294 -0.00385207 -0.00258927
0.0797 23.2967 100 48.3619 100 0.000465935 0.000967239 -0.00383516 -0.0025819
0.0798 23.6325 100 48.5083 100 0.00047265 0.000970165 -0.00381838 -0.00257459
0.0799 23.9659 100 48.6537 100 0.000479318 0.000973073 -0.00380171 -0.00256732
0.08 24.297 100 48.7981 100 0.000485939 0.000975963 -0.00378515 -0.00256009
0.0801 24.6257 100 48.9417 100 0.000492515 0.000978834 -0.00376871 -0.00255292
0.0802 24.9522 100 49.0843 100 0.000499045 0.000981687 -0.00375239 -0.00254578
0.0803 25.2764 100 49.2261 100 0.000505529 0.000984521 -0.00373618 -0.0025387
0.0804 25.5984 100 49.3669 100 0.000511968 0.000987338 -0.00372008 -0.00253165
0.0805 25.9181 100 49.5069 100 0.000518361 0.000990137 -0.0037041 -0.00252466
0.0806 26.2355 100 49.6459 100 0.000524711 0.000992918 -0.00368822 -0.0025177
0.0807 26.5508 100 49.7841 100 0.000531016 0.000995682 -0.00367246 -0.00251079
0.0808 26.8638 100 49.9214 100 0.000537277 0.000998428 -0.00365681 -0.00250393
0.0809 27.1747 100 47.2626 100 0.000543494 0.0472626 -0.00364126 -0.00263687
0.081 27.4834 100 43.8866 100 0.000549668 0.0438866 -0.00362583 -0.00280567
0.0811 27.79 100 40.4878 100 0.000555799 0.0404878 -0.0036105 -0.00297561
0.0812 28.0944 100 37.2852 100 0.000561887 0.0372852 -0.00359528 -0.00313574
0.0813 28.3967 100 34.3357 100 0.000567933 0.0343357 -0.00358017 -0.00328322
0.0814 28.6968 100 31.6419 100 0.000573937 0.0316419 -0.00356516 -0.0034179
0.0815 28.9949 100 29.1896 100 0.000579898 0.0291896 -0.00355025 -0.00354052
0.0816 29.2909 100 26.9595 100 0.000585818 0.0269595 -0.00353545 -0.00365202
0.0817 29.5849 100 24.9326 100 0.000591697 0.0249326 -0.00352076 -0.00375337
0.0818 29.8767 100 23.0906 100 0.000597535 0.0230906 -0.00350616 -0.00384547
0.0819 30.1666 100 21.4167 100 0.000603332 0.0214167 -0.00349167 -0.00392916
0.082 30.4544 100 19.8957 100 0.000609088 0.0198957 -0.00347728 -0.00400522
0.0821 30.7402 100 18.5136 100 0.000614805 0.0185136 -0.00346299 -0.00407432
0.0822 31.0241 100 17.2577 100 0.000620481 0.0172577 -0.0034488 -0.00413712
0.0823 31.3059 100 16.1165 100 0.000626118 0.0161165 -0.0034347 -0.00419417
0.0824 31.5858 100 15.0795 100 0.000631716 0.0150795 -0.00342071 -0.00424602
0.0825 31.8637 100 14.1373 100 0.000637275 0.0141373 -0.00340681 -0.00429314
0.0826 32.1397 100 13.281 100 0.000642795 0.013281 -0.00339301 -0.00433595
0.0827 32.4138 100 12.503 100 0.000648276 0.012503 -0.00337931 -0.00437485
0.0828 32.6859 100 11.796 100 0.000653719 0.011796 -0.0033657 -0.0044102
0.0829 32.9562 100 11.1536 100 0.000659124 0.0111536 -0.00335219 -0.00444232
0.083 33.2246 100 10.5699 100 0.000664491 0.0105699 -0.00333877 -0.0044715
0.0831 33.4911 100 10.0395 100 0.000669821 0.0100395 -0.00332545 -0.00449803
0.0832 33.7557 100 10.1228 100 0.000675114 0.000202455 -0.00331221 -0.00449386
0.0833 34.0185 100 10.4094 100 0.00068037 0.000208188 -0.00329907 -0.00447953
0.0834 34.2795 100 10.7623 100 0.000685589 0.000215246 -0.00328603 -0.00446188
0.0835 34.5386 100 11.1357 100 0.000690772 0.000222715 -0.00327307 -0.00444321
0.0836 34.7959 100 11.5144 100 0.000695919 0.000230288 -0.0032602 -0.00442428
0.0837 35.0515 100 11.8932 100 0.000701029 0.000237864 -0.00324743 -0.00440534
0.0838 35.3052 100 12.2704 100 0.000706105 0.000245408 -0.00323474 -0.00438648
0.0839 35.5572 100 12.6455 100 0.000711144 0.000252911 -0.00322214 -0.00436772
0.084 35.8074 100 13.0184 100 0.000716149 0.000260368 -0.00320963 -0.00434908
0.0841 36.0559 100 13.3889 100 0.000721118 0.000267778 -0.0031972 -0.00433055
0.0842 36.3027 100 13.7571 100 0.000726053 0.000275141 -0.00318487 -0.00431215
0.0843 36.5477 100 14.1229 100 0.000730954 0.000282458 -0.00317262 -0.00429385
0.0844 36.791 100 14.4864 100 0.00073582 0.000289729 -0.00316045 -0.00427568
0.0845 37.0326 100 14.8476 100 0.000740653 0.000296953 -0.00314837 -0.00425762
0.0846 37.2726 100 15.2066 100 0.000745451 0.000304131 -0.00313637 -0.00423967
0.0847 37.5108 100 15.5632 100 0.000750217 0.000311264 -0.00312446 -0.00422184
0.0848 37.7474 100 15.9176 100 0.000754949 0.000318352 -0.00311263 -0.00420412
0.0849 37.9824 100 16.2697 100 0.000759648 0.000325395 -0.00310088 -0.00418651
0.085 38.2157 100 16.6196 100 0.000764314 0.000332393 -0.00308922 -0.00416902
0.0851 38.4474 100 16.9673 100 0.000768947 0.000339346 -0.00307763 -0.00415163
0.0852 38.6774 100 17.3128 100 0.000773549 0.000346256 -0.00306613 -0.00413436
0.0853 38.9059 100 17.6561 100 0.000778118 0.000353121 -0.00305471 -0.0041172
0.0854 39.1328 100 17.9972 100 0.000782655 0.000359944 -0.00304336 -0.00410014
0.0855 39.358 100 18.3361 100 0.000787161 0.000366722 -0.0030321 -0.00408319
0.0856 39.5818 100 18.6729 100 0.000791635 0.000373458 -0.00302091 -0.00406635
0.0857 39.8039 100 19.0076 100 0.000796078 0.000380151 -0.0030098 -0.00404962
0.0858 40.0245 100 19.3401 100 0.00080049 0.000386802 -0.00299877 -0.00403299
0.0859 40.2436 100 19.6705 100 0.000804872 0.000393411 -0.00298782 -0.00401647
0.086 40.4611 100 19.9989 100 0.000809222 0.000399977 -0.00297694 -0.00400006
0.0861 40.6771 100 20.3251 100 0.000813543 0.000406502 -0.00296614 -0.00398374
0.0862 40.8916 100 20.6493 100 0.000817833 0.000412986 -0.00295542 -0.00396754
0.0863 41.1047 100 20.9714 100 0.000822093 0.000419428 -0.00294477 -0.00395143
0.0864 41.3162 100 21.2915 100 0.000826324 0.000425829 -0.00293419 -0.00393543
0.0865 41.5262 100 21.6095 100 0.000830525 0.00043219 -0.00292369 -0.00391952
0.0866 41.7348 100 21.9255 100 0.000834697 0.000438511 -0.00291326 -0.00390372
0.0867 41.942 100 22.2396 100 0.000838839 0.000444791 -0.0029029 -0.00388802
0.0868 42.1477 100 22.5516 100 0.000842953 0.000451032 -0.00289262 -0.00387242
0.0869 42.3519 100 22.8617 100 0.000847038 0.000457233 -0.0028824 -0.00385692
0.087 42.5547 100 23.1697 100 0.000851095 0.000463395 -0.00287226 -0.00384151
0.0871 42.7562 100 23.4759 100 0.000855123 0.000469517 -0.00286219 -0.00382621
0.0872 42.9562 100 23.7801 100 0.000859123 0.000475601 -0.00285219 -0.003811
0.0873 43.1548 100 24.0823 100 0.000863096 0.000481646 -0.00284226 -0.00379588
0.0874 43.352 100 24.3827 100 0.00086704 0.000487653 -0.0028324 -0.00378087
0.0875 43.5479 100 24.6811 100 0.000870957 0.000493622 -0.00282261 -0.00376595
0.0876 43.7423 100 24.9776 100 0.000874847 0.000499553 -0.00281288 -0.00375112
0.0877 43.9355 100 25.2723 100 0.00087871 0.000505446 -0.00280323 -0.00373638
0.0878 44.1273 100 25.5651 100 0.000882545 0.000511302 -0.00279364 -0.00372175
0.0879 44.3177 100 25.856 100 0.000886354 0.000517121 -0.00278411 -0.0037072
0.088 44.5068 100 26.1451 100 0.000890136 0.000522902 -0.00277466 -0.00369274
0.0881 44.6946 100 26.4324 100 0.000893892 0.000528648 -0.00276527 -0.00367838
0.0882 44.8811 100 26.7178 100 0.000897622 0.000534356 -0.00275594 -0.00366411
0.0883 45.0663 100 27.0014 100 0.000901326 0.000540029 -0.00274669 -0.00364993
0.0884 45.2502 100 27.2833 100 0.000905004 0.000545665 -0.00273749 -0.00363584
0.0885 45.4328 100 27.5633 100 0.000908656 0.000551266 -0.00272836 -0.00362184
0.0886 45.6141 100 27.8416 100 0.000912283 0.000556831 -0.00271929 -0.00360792
0.0887 45.7942 100 28.118 100 0.000915884 0.000562361 -0.00271029 -0.0035941
0.0888 45.973 100 28.3928 100 0.000919461 0.000567856 -0.00270135 -0.00358036
0.0889 46.1506 100 28.6658 100 0.000923012 0.000573316 -0.00269247 -0.00356671
0.089 46.3269 100 28.9371 100 0.000926539 0.000578741 -0.00268365 -0.00355315
0.0891 46.502 100 29.2066 100 0.000930041 0.000584132 -0.0026749 -0.00353967
0.0892 46.6759 100 29.4744 100 0.000933518 0.000589489 -0.0026662 -0.00352628
0.0893 46.8486 100 29.7406 100 0.000936972 0.000594811 -0.00265757 -0.00351297
0.0894 47.02 100 30.005 100 0.000940401 0.0006001 -0.002649 -0.00349975
0.0895 47.1903 100 30.2678 100 0.000943806 0.000605356 -0.00264048 -0.00348661
0.0896 47.3594 100 30.5289 100 0.000947188 0.000610578 -0.00263203 -0.00347356
0.0897 47.5273 100 30.7883 100 0.000950546 0.000615767 -0.00262364 -0.00346058
0.0898 47.694 100 31.0461 100 0.00095388 0.000620923 -0.0026153 -0.00344769
0.0899 47.8596 100 31.3023 100 0.000957191 0.000626046 -0.00260702 -0.00343488
0.09 48.024 100 31.5569 100 0.00096048 0.000631137 -0.0025988 -0.00342216
0.0901 48.1872 100 31.8098 100 0.000963745 0.000636196 -0.00259064 -0.00340951
0.0902 48.3494 100 32.0611 100 0.000966987 0.000641222 -0.00258253 -0.00339694
0.0903 48.5104 100 32.3108 100 0.000970207 0.000646217 -0.00257448 -0.00338446
0.0904 48.6702 100 32.559 100 0.000973405 0.00065118 -0.00256649 -0.00337205
0.0905 48.829 100 32.8055 100 0.00097658 0.000656111 -0.00255855 -0.00335972
0.0906 48.9866 100 33.0506 100 0.000979733 0.000661011 -0.00255067 -0.00334747
0.0907 49.1432 100 33.294 100 0.000982864 0.00066588 -0.00254284 -0.0033353
0.0908 49.2986 100 33.5359 100 0.000985973 0.000670718 -0.00253507 -0.0033232
0.0909 49.453 100 33.7763 100 0.00098906 0.000675526 -0.00252735 -0.00331119
0.091 49.6063 100 34.0151 100 0.000992126 0.000680303 -0.00251968 -0.00329924
0.0911 49.7585 100 34.2525 100 0.000995171 0.000685049 -0.00251207 -0.00328738
0.0912 49.9097 100 34.4883 100 0.000998194 0.000689766 -0.00250452 -0.00327559
0.0913 47.0032 100 34.7226 100 0.0470032 0.000694452 -0.00264984 -0.00326387
0.0914 43.3343 100 34.9555 100 0.0433343 0.000699109 -0.00283329 -0.00325223
0.0915 39.6679 100 35.1868 100 0.0396679 0.000703737 -0.0030166 -0.00324066
0.0916 36.2422 100 35.4167 100 0.0362422 0.000708335 -0.00318789 -0.00322916
0.0917 33.1155 100 35.6452 100 0.0331155 0.000712904 -0.00334423 -0.00321774
0.0918 30.2865 100 35.8722 100 0.0302865 0.000717443 -0.00348567 -0.00320639
0.0919 27.7354 100 36.0977 100 0.0277354 0.000721954 -0.00361323 -0.00319511
0.092 25.4377 100 36.3218 100 0.0254377 0.000726437 -0.00372811 -0.00318391
0.0921 23.3693 100 36.5445 100 0.0233693 0.000730891 -0.00383153 -0.00317277
0.0922 21.5076 100 36.7658 100 0.0215076 0.000735317 -0.00392462 -0.00316171
0.0923 19.8322 100 36.9857 100 0.0198322 0.000739714 -0.00400839 -0.00315071
0.0924 18.3243 100 37.2042 100 0.0183243 0.000744084 -0.00408378 -0.00313979
0.0925 16.9673 100 37.4213 100 0.0169673 0.000748426 -0.00415163 -0.00312893
0.0926 15.7461 100 37.637 100 0.0157461 0.000752741 -0.0042127 -0.00311815
0.0927 14.647 100 37.8514 100 0.014647 0.000757028 -0.00426765 -0.00310743
0.0928 13.658 100 38.0644 100 0.013658 0.000761288 -0.0043171 -0.00309678
0.0929 12.7679 100 38.276 100 0.0127679 0.000765521 -0.00436161 -0.0030862
