t 1 2 jL0100 
447.8 -0.0476299 1.15519 0.225142
447.9 -0.00665827 1.19935 0.222443
448 0.0346693 1.2486 0.223854
448.1 0.0761893 1.30276 0.229404
448.2 0.117736 1.36167 0.239103
448.3 0.159142 1.42512 0.252946
448.4 0.20024 1.4929 0.270909
448.5 0.240862 1.56477 0.292954
448.6 0.28084 1.64046 0.319025
448.7 0.320009 1.71971 0.34905
448.8 0.358204 1.80223 0.382938
448.9 0.395263 1.88772 0.420585
449 0.431029 1.97584 0.461869
449.1 0.465347 2.06627 0.506654
449.2 0.498067 2.15867 0.554786
449.3 0.529045 2.25267 0.6061
449.4 0.558142 2.34791 0.660414
449.5 0.585227 2.44402 0.717534
449.6 0.610173 2.54063 0.777252
449.7 0.632864 2.63733 0.839349
449.8 0.653191 2.73375 0.903594
449.9 0.671051 2.8295 0.969746
450 0.686355 2.92419 1.03755
450.1 0.69902 3.01742 1.10676
450.2 0.708973 3.1088 1.17709
450.3 0.716154 3.19797 1.24828
450.4 0.72051 3.28454 1.32004
450.5 0.722003 3.36813 1.3921
450.6 0.720602 3.4484 1.46415
450.7 0.716291 3.525 1.53593
450.8 0.709064 3.59757 1.60712
450.9 0.698926 3.66581 1.67745
451 0.685895 3.7294 1.74662
451.1 0.670001 3.78804 1.81434
451.2 0.651283 3.84147 1.88033
451.3 0.629796 3.88943 1.94432
451.4 0.605603 3.93167 2.00602
451.5 0.57878 3.96799 2.06517
451.6 0.549414 3.99819 2.12152
451.7 0.517603 4.0221 2.17481
451.8 0.483456 4.03957 2.2248
451.9 0.44709 4.05048 2.27127
452 0.408635 4.05474 2.314
452.1 0.368229 4.05228 2.35279
452.2 0.326018 4.04305 2.38746
452.3 0.282158 4.02703 2.41783
452.4 0.236813 4.00424 2.44373
452.5 0.190153 3.97471 2.46505
452.6 0.142355 3.9385 2.48164
452.7 0.0936019 3.89572 2.49341
452.8 0.0440832 3.84648 2.50028
452.9 -0.00600855 3.79092 2.50216
453 -0.0564762 3.72922 2.49903
453.1 -0.10712 3.66158 2.49084
453.2 -0.157737 3.58822 2.4776
453.3 -0.208124 3.5094 2.45931
453.4 -0.258076 3.42538 2.43601
453.5 -0.307388 3.33646 2.40775
453.6 -0.355858 3.24297 2.3746
453.7 -0.403283 3.14523 2.33667
453.8 -0.449465 3.04362 2.29406
453.9 -0.494206 2.9385 2.24691
454 -0.537317 2.83028 2.19537
454.1 -0.57861 2.71936 2.13962
454.2 -0.617905 2.60617 2.07984
454.3 -0.655028 2.49114 2.01625
454.4 -0.689812 2.37473 1.94906
454.5 -0.722098 2.25739 1.87852
454.6 -0.751736 2.13959 1.8049
454.7 -0.778587 2.02179 1.72845
454.8 -0.80252 1.90447 1.64947
454.9 -0.823414 1.78811 1.56824
455 -0.841163 1.67318 1.48509
455.1 -0.855669 1.56015 1.40033
455.2 -0.866848 1.4495 1.31429
455.3 -0.874628 1.34169 1.2273
455.4 -0.878951 1.23718 1.1397
455.5 -0.879773 1.13641 1.05185
455.6 -0.877061 1.03982 0.964099
455.7 -0.870917 0.944317 0.876787
455.8 -0.861615 0.846581 0.790242
455.9 -0.849526 0.745701 0.704758
456 -0.835059 0.641519 0.620593
456.1 -0.818637 0.534082 0.537962
456.2 -0.80068 0.42346 0.45704
456.3 -0.781601 0.309687 0.377959
456.4 -0.761803 0.192736 0.300812
456.5 -0.741679 0.0725132 0.225651
456.6 -0.721612 -0.0511481 0.15249
456.7 -0.701975 -0.178489 0.0813047
456.8 -0.683133 -0.30983 0.0120341
456.9 -0.665443 -0.445572 -0.0554191
457 -0.649255 -0.586202 -0.121187
457.1 -0.634914 -0.732294 -0.185437
457.2 -0.622759 -0.884517 -0.248371
457.3 -0.613039 -1.04089 -0.310219
457.4 -0.605682 -1.19366 -0.371213
457.5 -0.60043 -1.34064 -0.431573
457.6 -0.596949 -1.48147 -0.49149
457.7 -0.594889 -1.61636 -0.551122
457.8 -0.593907 -1.74564 -0.610593
457.9 -0.593684 -1.86965 -0.669995
458 -0.593924 -1.98871 -0.729391
458.1 -0.594353 -2.10306 -0.788813
458.2 -0.594723 -2.21289 -0.848269
458.3 -0.594806 -2.31836 -0.907741
458.4 -0.594396 -2.41959 -0.967191
458.5 -0.593307 -2.51663 -1.02656
458.6 -0.591372 -2.60955 -1.08578
458.7 -0.588442 -2.69834 -1.14474
458.8 -0.584386 -2.783 -1.20336
458.9 -0.579088 -2.86349 -1.2615
459 -0.572449 -2.93977 -1.31905
459.1 -0.564386 -3.01178 -1.37586
459.2 -0.55483 -3.07945 -1.43178
459.3 -0.543725 -3.14269 -1.48667
459.4 -0.53103 -3.20143 -1.54037
459.5 -0.516718 -3.25557 -1.59272
459.6 -0.500772 -3.30504 -1.64355
459.7 -0.483191 -3.34974 -1.69271
459.8 -0.463982 -3.38959 -1.74003
459.9 -0.443165 -3.42453 -1.78534
460 -0.420772 -3.45448 -1.8285
460.1 -0.396844 -3.47938 -1.86934
460.2 -0.371432 -3.49918 -1.90772
460.3 -0.344598 -3.51385 -1.94348
460.4 -0.316411 -3.52336 -1.9765
460.5 -0.28695 -3.52769 -2.00663
460.6 -0.256301 -3.52686 -2.03377
460.7 -0.22456 -3.52087 -2.05778
460.8 -0.191826 -3.50976 -2.07857
460.9 -0.158209 -3.49358 -2.09605
461 -0.123821 -3.47239 -2.11013
461.1 -0.0887821 -3.44627 -2.12075
461.2 -0.053216 -3.41533 -2.12783
461.3 -0.0172511 -3.37968 -2.13134
461.4 0.0189809 -3.33945 -2.13125
461.5 0.0553449 -3.29478 -2.12753
461.6 0.0917034 -3.24586 -2.12017
461.7 0.127917 -3.19286 -2.10919
461.8 0.163846 -3.13597 -2.09461
461.9 0.199349 -3.07542 -2.07646
462 0.234284 -3.01143 -2.05479
462.1 0.268512 -2.94425 -2.02967
462.2 0.301893 -2.87412 -2.00117
462.3 0.33429 -2.80133 -1.96938
462.4 0.365569 -2.72615 -1.93441
462.5 0.395597 -2.64887 -1.89638
462.6 0.424247 -2.5698 -1.85542
462.7 0.451395 -2.48925 -1.81168
462.8 0.476922 -2.40754 -1.7653
462.9 0.500714 -2.32498 -1.71646
463 0.522665 -2.24192 -1.66534
463.1 0.542671 -2.15869 -1.61212
463.2 0.56064 -2.07562 -1.557
463.3 0.576483 -1.99306 -1.5002
463.4 0.590122 -1.91134 -1.44192
463.5 0.601485 -1.8308 -1.3824
463.6 0.610509 -1.75178 -1.32186
463.7 0.61714 -1.67462 -1.26053
463.8 0.621333 -1.59963 -1.19867
463.9 0.623052 -1.52715 -1.13651
464 0.622272 -1.45748 -1.07431
464.1 0.618976 -1.39093 -1.01231
464.2 0.613158 -1.32779 -0.950763
464.3 0.604822 -1.26835 -0.889927
464.4 0.593982 -1.21287 -0.830049
464.5 0.580661 -1.16162 -0.771379
464.6 0.564894 -1.11483 -0.714163
464.7 0.546725 -1.07273 -0.658643
464.8 0.526208 -1.03552 -0.605055
464.9 0.503408 -1.0034 -0.553632
465 0.478451 -0.974951 -0.504595
465.1 0.451505 -0.949843 -0.458148
465.2 0.42275 -0.928297 -0.414483
465.3 0.392361 -0.910722 -0.37377
465.4 0.360499 -0.897587 -0.336166
465.5 0.327308 -0.889381 -0.301811
465.6 0.292913 -0.886608 -0.270832
465.7 0.257419 -0.889782 -0.243344
465.8 0.220907 -0.899432 -0.219454
465.9 0.18344 -0.916103 -0.199262
466 0.145057 -0.940366 -0.18286
466.1 0.105774 -0.972817 -0.170342
466.2 0.0656123 -1.0132 -0.161795
466.3 0.0246674 -1.0596 -0.157301
466.4 -0.0169186 -1.11131 -0.156931
466.5 -0.0589781 -1.16801 -0.16074
466.6 -0.101332 -1.2295 -0.168765
466.7 -0.143795 -1.29559 -0.181026
466.8 -0.186182 -1.3661 -0.197525
466.9 -0.228306 -1.44082 -0.218246
467 -0.26998 -1.51953 -0.243151
467.1 -0.311022 -1.60196 -0.272188
467.2 -0.35125 -1.68787 -0.305283
467.3 -0.390483 -1.77694 -0.342347
467.4 -0.428548 -1.86889 -0.383272
467.5 -0.465273 -1.96338 -0.427931
467.6 -0.500491 -2.06008 -0.476184
467.7 -0.534043 -2.15864 -0.527871
467.8 -0.565773 -2.25869 -0.582818
467.9 -0.595533 -2.35986 -0.640836
468 -0.623183 -2.46176 -0.701721
468.1 -0.64859 -2.564 -0.765255
468.2 -0.67163 -2.66619 -0.831209
468.3 -0.692187 -2.76793 -0.899339
468.4 -0.710155 -2.86881 -0.969393
468.5 -0.725439 -2.96842 -1.04111
468.6 -0.737952 -3.06637 -1.11421
468.7 -0.747619 -3.16226 -1.18842
468.8 -0.754377 -3.25568 -1.26344
468.9 -0.758173 -3.34625 -1.339
469 -0.758966 -3.43359 -1.41478
469.1 -0.756727 -3.51732 -1.49049
469.2 -0.75144 -3.59709 -1.56582
469.3 -0.7431 -3.67254 -1.64047
469.4 -0.731715 -3.74334 -1.71414
469.5 -0.717306 -3.80917 -1.78651
469.6 -0.699905 -3.86973 -1.8573
469.7 -0.679557 -3.92473 -1.9262
469.8 -0.65632 -3.97392 -1.99292
469.9 -0.630264 -4.01705 -2.05718
470 -0.60147 -4.0539 -2.11869
470.1 -0.570032 -4.08427 -2.1772
470.2 -0.536054 -4.10799 -2.23244
470.3 -0.499652 -4.12491 -2.28416
470.4 -0.460954 -4.13492 -2.33214
470.5 -0.420095 -4.13792 -2.37613
470.6 -0.377224 -4.13383 -2.41595
470.7 -0.332495 -4.12263 -2.45138
470.8 -0.286073 -4.1043 -2.48227
470.9 -0.238133 -4.07886 -2.50844
471 -0.188853 -4.04635 -2.52975
471.1 -0.138422 -4.00686 -2.54609
471.2 -0.0870332 -3.96047 -2.55733
471.3 -0.0348852 -3.90733 -2.56341
471.4 0.0178182 -3.8476 -2.56424
471.5 0.0708695 -3.78146 -2.5598
471.6 0.124058 -3.70913 -2.55004
471.7 0.177172 -3.63086 -2.53498
471.8 0.229996 -3.5469 -2.51463
471.9 0.282315 -3.45755 -2.48902
472 0.333916 -3.36313 -2.45823
472.1 0.384584 -3.26398 -2.42232
472.2 0.43411 -3.16046 -2.38141
472.3 0.482283 -3.05294 -2.33563
472.4 0.528901 -2.94185 -2.2851
472.5 0.573762 -2.82758 -2.23001
472.6 0.616673 -2.71057 -2.17054
472.7 0.657445 -2.59128 -2.10688
472.8 0.695897 -2.47017 -2.03927
472.9 0.731856 -2.3477 -1.96794
473 0.765157 -2.22437 -1.89316
473.1 0.795645 -2.10065 -1.81518
473.2 0.823175 -1.97705 -1.73431
473.3 0.847613 -1.85406 -1.65085
473.4 0.868835 -1.73219 -1.56511
473.5 0.886731 -1.61193 -1.47741
473.6 0.901202 -1.49377 -1.3881
473.7 0.912162 -1.37822 -1.29752
473.8 0.91954 -1.26576 -1.20602
473.9 0.923277 -1.15686 -1.11397
474 0.923328 -1.05199 -1.02173
474.1 0.919775 -0.948351 -0.929666
474.2 0.912892 -0.841925 -0.838118
474.3 0.903069 -0.731559 -0.747398
474.4 0.890744 -0.616996 -0.657775
474.5 0.876369 -0.498225 -0.569476
474.6 0.860399 -0.375266 -0.482683
474.7 0.843284 -0.248099 -0.397533
474.8 0.825464 -0.116635 -0.314119
474.9 0.807372 0.0192902 -0.232489
475 0.789429 0.159925 -0.152651
475.1 0.772053 0.305603 -0.0745677
475.2 0.755651 0.456752 0.00183668
475.3 0.740625 0.613894 0.0766798
475.4 0.727372 0.777649 0.150119
475.5 0.716288 0.948745 0.222351
475.6 0.707492 1.11995 0.293595
475.7 0.700819 1.28592 0.364064
475.8 0.695957 1.44528 0.433951
475.9 0.692542 1.59789 0.503416
476 0.690207 1.74402 0.572585
476.1 0.688603 1.88401 0.641548
476.2 0.687405 2.01817 0.710363
476.3 0.686313 2.14678 0.779055
476.4 0.685054 2.27003 0.847623
476.5 0.68338 2.38811 0.916037
476.6 0.681068 2.50113 0.984247
476.7 0.677915 2.60917 1.05218
476.8 0.673743 2.71229 1.11974
476.9 0.668392 2.81048 1.18682
477 0.661723 2.90374 1.25329
477.1 0.653615 2.99205 1.31902
477.2 0.643967 3.07535 1.38387
477.3 0.632692 3.15358 1.44766
477.4 0.619723 3.22666 1.51024
477.5 0.605007 3.29453 1.57143
477.6 0.588507 3.35708 1.63106
477.7 0.570201 3.41424 1.68895
477.8 0.55008 3.46592 1.74492
477.9 0.528152 3.51204 1.79879
478 0.504435 3.55252 1.85037
478.1 0.47896 3.58729 1.8995
478.2 0.451771 3.6163 1.94599
478.3 0.422925 3.63949 1.98969
478.4 0.392486 3.65682 2.03042
478.5 0.360532 3.66827 2.06803
478.6 0.32715 3.67384 2.10238
478.7 0.292436 3.67352 2.13332
478.8 0.256495 3.66734 2.16073
478.9 0.219438 3.65534 2.1845
479 0.181388 3.63757 2.20452
479.1 0.142471 3.61411 2.22069
479.2 0.10282 3.58506 2.23293
479.3 0.0625749 3.55052 2.24118
479.4 0.0218796 3.51064 2.24539
479.5 -0.0191178 3.46556 2.24552
479.6 -0.0602654 3.41544 2.24155
479.7 -0.101409 3.36049 2.23346
479.8 -0.142391 3.30091 2.22127
479.9 -0.183053 3.23691 2.20501
480 -0.223237 3.16875 2.1847
480.1 -0.262784 3.09668 2.16042
480.2 -0.301534 3.02098 2.13222
480.3 -0.339332 2.94194 2.1002
480.4 -0.376022 2.85986 2.06446
480.5 -0.411452 2.77506 2.02511
480.6 -0.445473 2.68788 1.9823
480.7 -0.47794 2.59864 1.93617
480.8 -0.508715 2.50771 1.88687
480.9 -0.537662 2.41545 1.8346
481 -0.564652 2.32222 1.77953
481.1 -0.589565 2.22839 1.72187
481.2 -0.612284 2.13435 1.66183
481.3 -0.632704 2.04048 1.59964
481.4 -0.650725 1.94716 1.53552
481.5 -0.666257 1.85477 1.46974
481.6 -0.67922 1.7637 1.40253
481.7 -0.689541 1.67433 1.33415
481.8 -0.69716 1.58704 1.26488
481.9 -0.702025 1.50219 1.19499
482 -0.704095 1.42015 1.12476
482.1 -0.703341 1.34128 1.05445
482.2 -0.699744 1.26592 0.984371
482.3 -0.693296 1.19439 0.91479
482.4 -0.684002 1.12703 0.845997
482.5 -0.671875 1.06414 0.778274
482.6 -0.656944 1.00601 0.711903
482.7 -0.639353 0.94974 0.647156
482.8 -0.619333 0.894287 0.584285
482.9 -0.597149 0.839572 0.523518
483 -0.573077 0.785821 0.465057
483.1 -0.547388 0.733339 0.409077
483.2 -0.520337 0.68244 0.355729
483.3 -0.492168 0.633426 0.305134
483.4 -0.463107 0.586581 0.257396
483.5 -0.433363 0.542166 0.212592
483.6 -0.403131 0.500423 0.170782
483.7 -0.372585 0.461578 0.132007
483.8 -0.341884 0.425839 0.096289
483.9 -0.311172 0.3934 0.0636384
484 -0.280572 0.364442 0.03405
484.1 -0.250194 0.339139 0.00750765
484.2 -0.220131 0.317653 -0.0160152
484.3 -0.190459 0.300145 -0.0365534
484.4 -0.161239 0.28677 -0.0541488
484.5 -0.132516 0.277684 -0.0688483
484.6 -0.10432 0.273047 -0.0807028
484.7 -0.0766677 0.273021 -0.0897655
484.8 -0.0495586 0.277779 -0.0960903
484.9 -0.0229795 0.287502 -0.0997305
485 0.00309754 0.302389 -0.100737
485.1 0.0287141 0.322652 -0.0991588
485.2 0.0539257 0.348529 -0.0950375
485.3 0.0788017 0.380277 -0.0884103
485.4 0.103425 0.418186 -0.0793063
485.5 0.127892 0.462576 -0.0677454
485.6 0.152315 0.513804 -0.0537375
485.7 0.176816 0.572268 -0.0372804
485.8 0.201536 0.638413 -0.018359
485.9 0.226629 0.712734 0.00305675
486 0.252263 0.795784 0.0270129
486.1 0.278624 0.888179 0.0535732
486.2 0.305914 0.990603 0.0828209
486.3 0.334131 1.09727 0.114846
486.4 0.363119 1.20569 0.149728
486.5 0.392645 1.31507 0.187532
486.6 0.42245 1.42514 0.228297
486.7 0.452268 1.53582 0.272036
486.8 0.481842 1.64703 0.318739
486.9 0.510923 1.75867 0.368368
487 0.539273 1.87062 0.420863
487.1 0.566667 1.98273 0.476138
487.2 0.592891 2.09482 0.53409
487.3 0.617746 2.20668 0.59459
487.4 0.641041 2.31807 0.657493
487.5 0.6626 2.42873 0.722634
487.6 0.682259 2.53841 0.789831
487.7 0.699866 2.6468 0.858888
487.8 0.715282 2.7536 0.929593
487.9 0.728381 2.85851 1.00172
488 0.739049 2.96121 1.07503
488.1 0.747185 3.06136 1.14928
488.2 0.752703 3.15866 1.22421
488.3 0.755527 3.25276 1.29956
488.4 0.755597 3.34335 1.37504
488.5 0.752865 3.43009 1.4504
488.6 0.747297 3.51269 1.52534
488.7 0.738871 3.59082 1.59957
488.8 0.72758 3.6642 1.67282
488.9 0.713429 3.73253 1.7448
489 0.696438 3.79555 1.81523
489.1 0.676638 3.85299 1.88381
489.2 0.654074 3.90462 1.95028
489.3 0.628803 3.95021 2.01435
489.4 0.600895 3.98956 2.07577
489.5 0.570433 4.02249 2.13427
489.6 0.537509 4.04883 2.1896
489.7 0.50223 4.06846 2.24153
489.8 0.464712 4.08125 2.28982
489.9 0.425081 4.08712 2.33426
490 0.383475 4.086 2.37463
490.1 0.34004 4.07786 2.41076
490.2 0.294933 4.06268 2.44247
490.3 0.248316 4.04048 2.46959
490.4 0.200362 4.01131 2.49199
490.5 0.15125 3.97524 2.50954
490.6 0.101165 3.93236 2.52213
490.7 0.0502986 3.8828 2.52968
490.8 -0.00115397 3.82672 2.53212
490.9 -0.0529922 3.76428 2.5294
491 -0.105013 3.69571 2.5215
491.1 -0.157009 3.62123 2.50839
491.2 -0.208774 3.54109 2.49011
491.3 -0.260099 3.45559 2.46667
491.4 -0.310775 3.36502 2.43814
491.5 -0.360594 3.26971 2.40459
491.6 -0.40935 3.17001 2.36612
491.7 -0.45684 3.06629 2.32284
491.8 -0.502862 2.95894 2.27489
491.9 -0.547221 2.84836 2.22242
492 -0.589726 2.73497 2.16562
492.1 -0.630192 2.61921 2.10467
492.2 -0.66844 2.50153 2.03979
492.3 -0.704299 2.38238 1.97121
492.4 -0.737606 2.26225 1.89918
492.5 -0.768207 2.14159 1.82396
492.6 -0.795958 2.0209 1.74582
492.7 -0.820725 1.90066 1.66506
492.8 -0.842385 1.78136 1.58198
492.9 -0.860825 1.66349 1.49689
493 -0.875947 1.54753 1.41014
493.1 -0.887663 1.43397 1.32204
493.2 -0.895899 1.32328 1.23295
493.3 -0.900594 1.21594 1.14321
493.4 -0.901702 1.11239 1.05319
493.5 -0.899189 1.0131 0.963232
493.6 -0.893221 0.913 0.873699
493.7 -0.884123 0.809812 0.784913
493.8 -0.872297 0.70294 0.697165
493.9 -0.858174 0.592305 0.610703
494 -0.842195 0.477955 0.525737
494.1 -0.824794 0.359927 0.442428
494.2 -0.806401 0.238208 0.360899
494.3 -0.787434 0.112718 0.281227
494.4 -0.768303 -0.0166966 0.203449
494.5 -0.749408 -0.15027 0.127563
494.6 -0.73114 -0.288319 0.0535244
494.7 -0.713884 -0.431245 -0.0187473
494.8 -0.698017 -0.579539 -0.0893722
494.9 -0.68391 -0.733788 -0.158508
495 -0.671934 -0.894675 -0.226349
495.1 -0.66232 -1.05902 -0.293117
495.2 -0.654981 -1.21933 -0.359038
495.3 -0.649645 -1.3735 -0.424322
495.4 -0.645966 -1.5212 -0.489147
495.5 -0.643585 -1.66263 -0.553662
495.6 -0.642153 -1.79812 -0.617977
495.7 -0.641344 -1.92802 -0.682171
495.8 -0.640857 -2.05262 -0.746293
495.9 -0.640416 -2.17214 -0.810362
496 -0.639768 -2.2868 -0.874369
496.1 -0.638685 -2.39671 -0.938284
496.2 -0.63696 -2.502 -1.00205
496.3 -0.634408 -2.60271 -1.0656
496.4 -0.630864 -2.69889 -1.12884
496.5 -0.62618 -2.79054 -1.19167
496.6 -0.620229 -2.87763 -1.25396
496.7 -0.612899 -2.96014 -1.31558
496.8 -0.604096 -3.03801 -1.3764
496.9 -0.593743 -3.11117 -1.43625
497 -0.581776 -3.17955 -1.49499
497.1 -0.568147 -3.24307 -1.55244
497.2 -0.552824 -3.30164 -1.60845
497.3 -0.535787 -3.35519 -1.66284
497.4 -0.517029 -3.40361 -1.71544
497.5 -0.496557 -3.44684 -1.76607
497.6 -0.47439 -3.4848 -1.81458
497.7 -0.450557 -3.51741 -1.86078
497.8 -0.425102 -3.54463 -1.90453
497.9 -0.398076 -3.56639 -1.94564
498 -0.369543 -3.58267 -1.98399
498.1 -0.339576 -3.59343 -2.01941
498.2 -0.308255 -3.59867 -2.05176
498.3 -0.275673 -3.59838 -2.08093
498.4 -0.241928 -3.5926 -2.10678
498.5 -0.207126 -3.58134 -2.1292
498.6 -0.171382 -3.56467 -2.1481
498.7 -0.134814 -3.54265 -2.16339
498.8 -0.0975496 -3.51538 -2.17499
498.9 -0.059719 -3.48295 -2.18284
499 -0.021458 -3.44549 -2.18688
499.1 0.0170937 -3.40314 -2.18709
499.2 0.0557931 -3.35606 -2.18344
499.3 0.0944945 -3.30442 -2.17593
499.4 0.13305 -3.24842 -2.16455
499.5 0.171311 -3.18827 -2.14934
499.6 0.209128 -3.1242 -2.13033
499.7 0.24635 -3.05645 -2.10756
499.8 0.282828 -2.98527 -2.08112
499.9 0.318416 -2.91095 -2.05108
500 0.352965 -2.83376 -2.01754
500.1 0.386334 -2.75401 -1.9806
500.2 0.418382 -2.672 -1.94039
500.3 0.448973 -2.58806 -1.89706
500.4 0.477975 -2.50252 -1.85075
500.5 0.50526 -2.41571 -1.80163
500.6 0.530709 -2.32798 -1.74988
500.7 0.554206 -2.23969 -1.69568
500.8 0.575643 -2.15118 -1.63924
500.9 0.594918 -2.06282 -1.58076
501 0.61194 -1.97497 -1.52047
501.1 0.626622 -1.88799 -1.4586
501.2 0.638888 -1.80224 -1.39539
501.3 0.64867 -1.71809 -1.33107
501.4 0.655911 -1.63587 -1.2659
501.5 0.660562 -1.55595 -1.20014
501.6 0.662584 -1.47866 -1.13405
501.7 0.661949 -1.40434 -1.06789
501.8 0.65864 -1.33332 -1.00193
501.9 0.652648 -1.2659 -0.93643
502 0.643976 -1.20239 -0.871666
502.1 0.63264 -1.14308 -0.807902
502.2 0.618663 -1.08824 -0.745403
502.3 0.602082 -1.03813 -0.684431
502.4 0.582958 -0.992516 -0.625244
502.5 0.56145 -0.949218 -0.568084
502.6 0.53777 -0.907825 -0.51318
502.7 0.512148 -0.868499 -0.460735
502.8 0.484814 -0.831577 -0.410933
502.9 0.455985 -0.797444 -0.363933
503 0.425863 -0.766494 -0.319876
503.1 0.394634 -0.739118 -0.278881
503.2 0.362464 -0.715699 -0.241052
503.3 0.329501 -0.696617 -0.206475
503.4 0.295875 -0.682251 -0.175225
503.5 0.261695 -0.672978 -0.147361
503.6 0.227051 -0.669183 -0.122937
503.7 0.192012 -0.671258 -0.101995
503.8 0.156629 -0.679605 -0.0845719
503.9 0.120932 -0.694646 -0.0707023
504 0.0849287 -0.716821 -0.0604171
504.1 0.0486089 -0.746597 -0.0537482
504.2 0.01194 -0.784472 -0.0507292
504.3 -0.0251318 -0.83098 -0.0513983
504.4 -0.0626819 -0.886697 -0.0558001
504.5 -0.100808 -0.952247 -0.0639879
504.6 -0.13957 -1.02653 -0.0760218
504.7 -0.17889 -1.106 -0.0919591
504.8 -0.218605 -1.18945 -0.111845
504.9 -0.25851 -1.27636 -0.135708
505 -0.298386 -1.3665 -0.163555
505.1 -0.33801 -1.45967 -0.195371
505.2 -0.377162 -1.55568 -0.23112
505.3 -0.415625 -1.6543 -0.270745
505.4 -0.453189 -1.7553 -0.314166
505.5 -0.489652 -1.85842 -0.361283
505.6 -0.524818 -1.96338 -0.411977
505.7 -0.558496 -2.06987 -0.466108
505.8 -0.590507 -2.17757 -0.523518
505.9 -0.620679 -2.28613 -0.584034
506 -0.648848 -2.39521 -0.647462
506.1 -0.67486 -2.50444 -0.713596
506.2 -0.698572 -2.61344 -0.782212
506.3 -0.719849 -2.72183 -0.853074
506.4 -0.738569 -2.82922 -0.925932
506.5 -0.754619 -2.93521 -1.00053
506.6 -0.767899 -3.0394 -1.07658
506.7 -0.778319 -3.14141 -1.15383
506.8 -0.785804 -3.24084 -1.23196
506.9 -0.790288 -3.33729 -1.31069
507 -0.791719 -3.43038 -1.38971
507.1 -0.79006 -3.51974 -1.46873
507.2 -0.785283 -3.605 -1.54742
507.3 -0.777376 -3.6858 -1.62547
507.4 -0.766339 -3.7618 -1.70258
507.5 -0.752185 -3.83267 -1.77843
507.6 -0.734942 -3.8981 -1.85271
507.7 -0.714648 -3.95781 -1.92511
507.8 -0.691358 -4.01151 -1.99533
507.9 -0.665137 -4.05895 -2.06308
508 -0.636063 -4.0999 -2.12807
508.1 -0.604228 -4.13415 -2.19002
508.2 -0.569734 -4.16152 -2.24865
508.3 -0.532696 -4.18186 -2.3037
508.4 -0.493242 -4.19503 -2.35494
508.5 -0.451508 -4.20092 -2.40212
508.6 -0.407641 -4.19946 -2.44502
508.7 -0.361801 -4.19061 -2.48344
508.8 -0.314153 -4.17433 -2.51719
508.9 -0.264873 -4.15065 -2.5461
509 -0.214146 -4.11961 -2.57001
509.1 -0.162163 -4.08126 -2.58879
509.2 -0.109123 -4.03572 -2.60233
509.3 -0.0552279 -3.98311 -2.61052
509.4 -0.000688372 -3.92358 -2.6133
509.5 0.0542824 -3.85733 -2.61061
509.6 0.109467 -3.78456 -2.60241
509.7 0.164647 -3.70553 -2.5887
509.8 0.2196 -3.62049 -2.56949
509.9 0.274103 -3.52976 -2.54482
510 0.327934 -3.43364 -2.51473
510.1 0.380872 -3.33248 -2.47931
510.2 0.432697 -3.22665 -2.43865
510.3 0.483192 -3.11654 -2.39289
510.4 0.532143 -3.00255 -2.34216
510.5 0.579342 -2.88513 -2.28663
510.6 0.624584 -2.76471 -2.22648
510.7 0.667672 -2.64175 -2.16191
510.8 0.708416 -2.51673 -2.09317
510.9 0.746634 -2.39014 -2.02048
511 0.782151 -2.26247 -1.9441
511.1 0.814804 -2.13423 -1.86432
511.2 0.844437 -2.00593 -1.78143
511.3 0.870909 -1.87808 -1.69574
511.4 0.894087 -1.75122 -1.60757
511.5 0.913852 -1.62584 -1.51726
511.6 0.930096 -1.50248 -1.42515
511.7 0.942728 -1.38164 -1.3316
511.8 0.951667 -1.26383 -1.23697
511.9 0.956847 -1.14954 -1.14164
512 0.958218 -1.03928 -1.04598
512.1 0.955895 -0.929027 -0.950366
512.2 0.950188 -0.815177 -0.85515
512.3 0.941515 -0.696683 -0.760643
512.4 0.930339 -0.573297 -0.667118
512.5 0.91714 -0.444981 -0.574801
512.6 0.902398 -0.311713 -0.483868
512.7 0.886587 -0.173419 -0.394452
512.8 0.870176 -0.0299473 -0.306634
512.9 0.853624 0.118938 -0.220454
513 0.837384 0.273564 -0.135901
513.1 0.821901 0.434358 -0.0529235
513.2 0.807615 0.601847 0.0285766
513.3 0.794961 0.776664 0.108741
513.4 0.784373 0.959558 0.187754
513.5 0.775961 1.14185 0.265822
513.6 0.769539 1.31842 0.343147
513.7 0.764778 1.48793 0.419908
513.8 0.761301 1.65029 0.496248
513.9 0.758727 1.80575 0.572276
514 0.756698 1.95464 0.648066
514.1 0.754879 2.09725 0.723654
514.2 0.752964 2.23385 0.799048
514.3 0.750674 2.36463 0.874224
514.4 0.747758 2.48974 0.949133
514.5 0.743988 2.60929 1.0237
514.6 0.739163 2.72334 1.09784
514.7 0.733102 2.83192 1.17142
514.8 0.72565 2.93504 1.24433
514.9 0.716668 3.03266 1.31641
515 0.706041 3.12475 1.3875
515.1 0.693672 3.21124 1.45744
515.2 0.679481 3.29207 1.52606
515.3 0.663409 3.36715 1.59316
515.4 0.645411 3.4364 1.65855
515.5 0.625459 3.49972 1.72204
515.6 0.603544 3.55703 1.78345
515.7 0.579667 3.60824 1.84256
515.8 0.553848 3.65328 1.89918
515.9 0.526118 3.69206 1.95313
